Player,Sim,1,2,3,4,5,6
Kent Bazemore,,4.1,1.6,0.2,0.1,,
Ron Perry,89.8,4.4,1.4,0.3,,,
Allen Crabbe,87.6,4.3,1.3,0.1,,,
Bobby Rascoe,84.7,4.2,1.9,-0.2,,,
Mel Riebe,82.9,4.2,2.2,0.0,,,
Ronnie Lester,82.8,3.9,1.7,0.7,0.2,0.0,-0.2
Paul Thompson,81.8,3.7,1.1,0.1,,,
Alfred McGuire,80.0,3.4,1.9,0.1,,,
Stan Stutz,80.0,3.9,1.7,1.1,,,
Jim Thomas,79.7,3.5,1.6,0.0,-0.1,,
Dan Dickau,79.2,3.5,1.5,0.4,0.4,0.0,0.0
