Season,Team,Lg,Salary
2012-13,Golden State Warriors,NBA,"$473,604"
2013-14,Golden State Warriors,NBA,"$788,872"
2014-15,Atlanta Hawks,NBA,"$2,000,000"
2015-16,Atlanta Hawks,NBA,"$2,000,000"
