Player,Sim,1,2,3,4
Kent Bazemore,,4.1,1.6,0.2,0.1
Pep Saul,90.1,4.2,1.5,0.6,
Ron Perry,89.8,4.4,1.4,0.3,
Allen Crabbe,87.6,4.3,1.3,0.1,
Ronnie Lester,87.0,3.9,1.7,0.7,0.0
Moochie Norris,85.0,4.4,1.7,-0.1,-0.2
Jim Les,85.0,3.6,1.3,0.3,0.1
Bobby Rascoe,84.7,4.2,1.9,-0.2,
Mel Riebe,82.9,4.2,2.2,0.0,
Mike Dunleavy,82.5,3.4,1.4,0.2,0.1
Paul Thompson,81.8,3.7,1.1,0.1,
