Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,19,CHI,NBA,C,72,1150,,,,,100%,-12.1,-3.6,15,25,29,85,,23,,53,81,16,60
2002-03,20,CHI,NBA,C,81,1571,,,,,100%,-5.3,+0.2,23,55,59,116,,36,,84,140,31,49
2003-04,21,CHI,NBA,PF,73,2154,,,,32%,68%,-6.9,+0.1,35,57,85,112,,48,,155,174,42,97
2004-05,22,CHI,NBA,C,63,1808,,,,,100%,-2.3,-6.6,30,53,80,88,,48,,83,158,46,59
2005-06,23,NYK,NBA,C,72,1865,,,,,100%,-11.7,-8.8,22,43,114,98,,67,,45,242,55,46
2006-07,24,NYK,NBA,C,81,2849,,,,3%,97%,-5.8,-8.0,48,85,162,96,,92,,168,311,77,93
2007-08,25,NYK,NBA,C,59,1530,,,,,100%,-14.7,-11.9,22,43,61,62,,43,,83,153,33,51
2008-09,26,NYK,NBA,C,3,12,,,,,100%,-58.9,-56.4,0,2,0,3,,0,,0,2,1,0
2009-10,27,NYK,NBA,C,7,62,,,,,100%,-15.9,-12.3,1,6,6,4,,5,,0,7,1,2
2011-12,29,MIA,NBA,C,14,83,,,,,100%,-42.0,-50.0,2,3,5,10,,4,,3,4,0,3
2012-13,30,DAL,NBA,C,2,25,,,,,100%,+5.9,+6.6,0,1,2,3,,2,0,0,1,0,2
