Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,22,CHI,NBA,SF,17,113,.355,21.9,.419,.000,.097,.097,.226,.581,.385,,.000,.667,.429,.333,.800,.000,0,.833,.333,.667,0,0
2003-04,23,TOT,NBA,SG,26,328,.327,15.4,.602,.265,.051,.061,.224,.398,.322,.462,.200,.167,.227,.333,.684,.000,0,.923,.385,.533,0,0
2003-04,23,CHI,NBA,SG,3,43,.091,20.5,.455,.091,.000,.091,.273,.545,.000,.000,,.000,.000,.167,,.000,0,1.000,.000,,0,0
2003-04,23,TOR,NBA,SG,23,285,.356,14.8,.621,.287,.057,.057,.218,.379,.352,.480,.200,.200,.263,.364,.684,.000,0,.917,.455,.533,0,0
2006-07,26,WAS,NBA,SG,62,492,.330,19.5,.430,.156,.011,.017,.246,.570,.338,.429,.500,.000,.295,.324,.538,.000,0,.848,.275,.464,0,0
2007-08,27,WAS,NBA,PG,80,1708,.443,20.3,.455,.098,.023,.033,.300,.545,.498,.644,.357,.450,.467,.398,.426,.002,1,.738,.165,.407,0,0
2008-09,28,SAS,NBA,SG,82,2496,.425,19.7,.521,.096,.028,.046,.350,.479,.428,.468,.348,.526,.410,.421,.530,.001,1,.759,.279,.418,0,0
2009-10,29,SAS,NBA,SG,79,1515,.389,20.2,.468,.087,.016,.046,.319,.532,.453,.535,.250,.304,.462,.333,.514,.004,1,.807,.330,.379,0,0
2010-11,30,NYK,NBA,SG,26,319,.338,21.1,.429,.065,.026,.039,.299,.571,.303,.200,1.000,.333,.261,.364,.700,.000,0,.813,.341,.467,0,0
2011-12,31,WAS,NBA,SG,52,697,.399,21.4,.403,.074,.019,.016,.295,.597,.423,.579,.000,.000,.434,.383,.727,.000,0,.881,.260,.500,0,0
2012-13,32,NOH,NBA,SG,69,1219,.433,19.3,.479,.128,.043,.049,.259,.521,.452,.513,.077,.267,.519,.415,.727,.000,0,.955,.302,.354,0,0
2013-14,33,MIA,NBA,SG,25,260,.373,22.2,.284,.060,.000,.000,.224,.716,.421,.000,,,.533,.354,.625,.000,0,.882,.438,.381,0,0
