Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,22,CHI,NBA,SF,17,113,,6%,94%,,,-5.9,-0.5,3,0,2,8,,1,,27,1,0,0
2003-04,23,TOT,NBA,SG,26,328,28%,70%,1%,2%,,-7.9,-2.9,8,9,3,0,,0,,58,0,1,9
2003-04,23,CHI,NBA,SG,3,43,44%,56%,,,,-40.1,-33.5,1,1,0,2,,0,,7,0,0,1
2003-04,23,TOR,NBA,SG,23,285,25%,72%,1%,2%,,-2.6,+0.8,7,8,3,19,,1,,51,8,1,8
2006-07,26,WAS,NBA,SG,62,492,5%,84%,11%,,,-9.2,-9.6,9,6,4,24,,3,,81,6,3,4
2007-08,27,WAS,NBA,PG,80,1708,70%,30%,,,,-1.9,-2.4,35,22,12,53,,1,,305,26,5,13
2008-09,28,SAS,NBA,SG,82,2496,10%,87%,3%,,,+4.7,+1.7,46,29,25,68,,9,,391,27,5,26
2009-10,29,SAS,NBA,SG,79,1515,21%,73%,6%,,,+2.3,-5.5,32,12,15,52,,8,,311,12,3,13
2010-11,30,NYK,NBA,SG,26,319,4%,94%,3%,,,-8.7,-10.7,4,0,2,15,,0,,46,2,1,2
2011-12,31,WAS,NBA,SG,52,697,,69%,31%,,,-2.7,+4.2,15,10,7,7,,2,,102,7,1,4
2012-13,32,NOH,NBA,SG,69,1219,,92%,8%,,,-1.8,+4.2,30,10,11,45,,2,2,165,10,3,11
2013-14,33,MIA,NBA,SG,25,260,12%,86%,2%,,,+0.3,-5.4,5,0,4,13,0,2,2,44,2,0,0
