Player,Sim,1,2,3
Mouhamed Sene,,0.2,0.2,0.0
Jacky Dorsey,90.7,0.2,0.2,-0.1
Jackie Robinson,73.7,0.2,0.1,0.0
Victor Claver,72.3,0.2,0.1,-0.1
Alando Tucker,48.8,0.2,0.1,0.0
Doug Edwards,46.1,0.2,0.1,0.0
Luke Jackson,40.2,0.1,0.1,0.0
Easy Parham,39.9,0.3,0.1,0.0
Ben Davis,32.9,0.1,0.1,0.0
Scooter McCray,29.9,0.3,0.1,0.0
Brian Cardinal,29.0,0.2,0.0,0.0
