Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,19,SAC,NBA,C,71,931,,,,,100%,-5.1,-3.6,18,23,15,97,,3,,99,26,4,20
2008-09,20,SAC,NBA,C,77,2259,,,,,100%,-11.8,-5.5,76,44,40,178,,14,,341,63,14,59
2009-10,21,SAC,NBA,C,72,1904,,,,,100%,-6.2,-3.0,52,40,39,145,,15,,347,54,16,51
2010-11,22,PHI,NBA,C,81,1718,,,,,100%,-1.5,-5.7,34,37,26,144,,11,,269,46,12,45
2011-12,23,PHI,NBA,C,37,920,,,,,100%,+3.2,-2.2,22,15,18,76,,6,,207,23,7,29
2012-13,24,PHI,NBA,C,82,2233,,,,,100%,-4.1,-1.1,50,37,44,162,,25,2,399,68,11,52
2013-14,25,TOT,NBA,C,80,2470,,,,4%,96%,-10.1,-4.3,92,35,46,0,0,0,0,522,0,14,55
2013-14,25,PHI,NBA,C,53,1666,,,,1%,99%,-12.0,-2.2,60,22,37,110,1,18,0,383,46,11,39
2013-14,25,CLE,NBA,C,27,804,,,,9%,91%,-5.9,-3.1,32,13,9,40,5,6,1,139,26,3,16
2014-15,26,LAC,NBA,PF,73,1274,,,,40%,60%,-2.5,-14.4,19,17,25,117,2,8,2,215,29,4,26
2015-16,27,CHO,NBA,PF,57,1035,,,,73%,27%,+1.9,-1.3,24,12,23,79,1,12,1,253,30,3,13
2016-17,28,CHO,NBA,PF,35,626,,,,68%,32%,-10.8,-16.1,4,21,15,40,1,10,1,139,12,3,15
