Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,19,NOH,NBA,SG,76,1859,.394,15.6,.624,.245,.068,.070,.242,.376,.458,.590,.373,.327,.387,.288,.556,.080,49,.889,.167,.340,1,0
2005-06,20,NOK,NBA,SG,55,989,.393,15.7,.617,.265,.041,.055,.257,.383,.407,.515,.200,.250,.362,.371,.598,.087,22,.904,.114,.625,0,0
2006-07,21,DEN,NBA,SG,63,1471,.441,17.7,.407,.228,.045,.030,.104,.593,.515,.639,.310,.211,.418,.390,.593,.081,47,.940,.188,.319,0,0
2007-08,22,DEN,NBA,SG,74,1421,.461,16.8,.421,.297,.046,.012,.067,.579,.542,.595,.355,.375,.467,.403,.461,.064,37,.847,.174,.412,6,0
2008-09,23,DEN,NBA,SG,81,2245,.446,17.7,.523,.216,.049,.038,.220,.477,.491,.585,.426,.361,.435,.397,.332,.034,28,.800,.115,.538,5,0
2009-10,24,DEN,NBA,SG,75,2082,.414,17.3,.548,.183,.110,.071,.184,.452,.477,.646,.447,.342,.379,.338,.363,.036,35,.778,.113,.491,10,0
2010-11,25,DEN,NBA,SF,79,1968,.435,16.6,.594,.195,.122,.045,.232,.406,.466,.601,.240,.257,.511,.390,.318,.045,32,.847,.204,.308,6,0
2011-12,26,NYK,NBA,SG,35,967,.407,18.4,.523,.146,.084,.069,.225,.477,.462,.661,.265,.500,.396,.347,.306,.044,14,.836,.228,.364,6,0
2012-13,27,NYK,NBA,SG,80,2678,.422,16.4,.651,.169,.122,.096,.264,.349,.458,.640,.342,.375,.424,.356,.172,.024,26,.813,.156,.353,8,0
2013-14,28,NYK,NBA,SF,74,2421,.415,19.3,.497,.123,.066,.060,.249,.503,.436,.607,.381,.368,.382,.394,.198,.019,15,.905,.127,.426,10,0
2014-15,29,TOT,NBA,SG,70,2080,.417,19.9,.436,.106,.058,.062,.209,.564,.462,.563,.409,.340,.462,.383,.401,.023,13,.791,.192,.402,3,0
2014-15,29,NYK,NBA,SG,24,619,.402,17.8,.641,.131,.076,.092,.343,.359,.429,.545,.474,.217,.430,.356,.348,.012,2,.656,.111,.400,2,0
2014-15,29,CLE,NBA,SG,46,1461,.425,20.9,.333,.093,.050,.048,.143,.667,.494,.574,.360,.458,.500,.390,.446,.028,11,.824,.214,.403,1,0
2015-16,30,CLE,NBA,SG,77,2362,.415,19.1,.400,.081,.109,.073,.135,.600,.438,.623,.398,.387,.391,.400,.430,.013,11,.926,.241,.390,1,0
2016-17,31,CLE,NBA,SG,21,607,.337,21.8,.250,.076,.038,.038,.098,.750,.261,.500,.000,.286,.167,.362,.250,.027,4,.980,.239,.515,0,0
