Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,19,NOH,NBA,SG,76,1859,1%,97%,3%,,,-12.0,-6.9,56,39,14,70,,8,,318,73,20,39
2005-06,20,NOK,NBA,SG,55,989,3%,93%,4%,,,-6.6,-4.7,24,12,18,34,,11,,121,45,13,22
2006-07,21,DEN,NBA,SG,63,1471,4%,81%,15%,,,+2.9,+1.7,28,24,33,70,,16,,195,60,16,29
2007-08,22,DEN,NBA,SG,74,1421,3%,82%,15%,,,+5.9,+3.8,39,38,35,71,,16,,299,85,27,32
2008-09,23,DEN,NBA,SG,81,2245,1%,72%,26%,1%,,+7.0,+7.9,66,54,30,102,,18,,498,106,18,53
2009-10,24,DEN,NBA,SG,75,2082,,56%,43%,1%,,+6.4,+4.6,73,39,27,87,,19,,403,72,25,32
2010-11,25,DEN,NBA,SF,79,1968,3%,46%,49%,2%,,+6.4,+2.5,53,26,21,90,,14,,412,89,22,39
2011-12,26,NYK,NBA,SG,35,967,1%,61%,38%,,,+5.2,+2.6,24,13,9,49,,5,,213,23,5,14
2012-13,27,NYK,NBA,SG,80,2678,,52%,46%,2%,,+5.4,+2.9,54,49,31,105,,21,1,539,121,34,52
2013-14,28,NYK,NBA,SF,74,2421,,24%,72%,5%,,-0.9,+0.4,52,39,17,98,3,13,2,527,55,13,18
2014-15,29,TOT,NBA,SG,70,2080,,59%,41%,,,+8.1,+5.6,59,27,11,0,0,0,0,456,0,6,16
2014-15,29,NYK,NBA,SG,24,619,,36%,63%,,,-8.2,+2.4,25,15,5,16,2,3,1,183,13,3,5
2014-15,29,CLE,NBA,SG,46,1461,,68%,32%,,,+8.1,+5.6,34,12,6,56,1,4,3,273,13,3,11
2015-16,30,CLE,NBA,SG,77,2362,1%,77%,22%,,,+6.7,+0.4,26,21,12,99,5,8,3,314,26,3,20
2016-17,31,CLE,NBA,SG,21,607,1%,85%,14%,,,+9.8,+6.2,2,9,4,21,1,3,1,64,1,1,5
