Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,668,182,14555,1808,3748,.482,12,64,.188,1796,3684,.488,.484,808,1022,.791,408,1274,1682,2171,504,253,916,1261,4436
3 seasons,,GSW,NBA,,202,6,3796,514,973,.528,2,15,.133,512,958,.534,.529,165,219,.753,104,340,444,577,128,57,220,324,1195
3 seasons,,LAC,NBA,,145,60,3950,446,1013,.440,6,26,.231,440,987,.446,.443,179,252,.710,119,337,456,698,137,72,294,377,1077
1 season,,BRK,NBA,,76,54,1974,235,487,.483,1,6,.167,234,481,.486,.484,158,191,.827,67,179,246,245,93,31,105,172,629
1 season,,CHA,NBA,,73,0,1261,185,397,.466,1,4,.250,184,393,.468,.467,108,125,.864,29,120,149,164,47,29,88,109,479
1 season,,MIL,NBA,,58,27,1092,127,271,.469,2,3,.667,125,268,.466,.472,62,79,.785,39,84,123,122,27,20,66,79,318
1 season,,CLE,NBA,,49,12,1135,142,280,.507,0,1,.000,142,279,.509,.507,70,83,.843,29,92,121,177,37,29,59,105,354
2 seasons,,WAS,NBA,,43,22,986,123,251,.490,0,7,.000,123,244,.504,.490,57,63,.905,14,81,95,154,23,11,67,74,303
2 seasons,,OKC,NBA,,18,1,320,33,68,.485,0,2,.000,33,66,.500,.485,6,6,1.000,7,39,46,30,10,4,14,17,72
1 season,,MIA,NBA,,4,0,41,3,8,.375,0,0,,3,8,.375,.375,3,4,.750,0,2,2,4,2,0,3,4,9
