Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,668,14555,.482,9.7,.983,.268,.201,.356,.157,.017,.488,.625,.433,.459,.386,.188,.432,.071,241,.667,.375,.292,9,0
3 seasons,,GSW,NBA,,202,3796,.528,9.4,.985,.253,.202,.435,.095,.015,.534,.720,.442,.499,.402,.133,.475,.105,93,1.000,.533,.250,3,0
3 seasons,,LAC,NBA,,145,3950,.440,10.4,.974,.274,.170,.286,.244,.026,.446,.543,.395,.445,.372,.231,.420,.031,28,.333,.192,.400,3,0
1 season,,BRK,NBA,,76,1974,.483,7.5,.988,.359,.281,.298,.049,.012,.486,.566,.467,.448,.250,.167,.329,.113,50,1.000,.667,.250,0,0
1 season,,CHA,NBA,,73,1261,.466,9.9,.990,.249,.222,.340,.179,.010,.468,.616,.443,.437,.352,.250,.293,.060,19,1.000,.500,.500,1,0
1 season,,MIL,NBA,,58,1092,.469,9.8,.989,.247,.214,.406,.122,.011,.466,.642,.448,.400,.364,.667,.576,.081,21,1.000,.333,1.000,1,0
1 season,,CLE,NBA,,49,1135,.507,9.1,.996,.271,.207,.414,.104,.004,.509,.724,.414,.431,.448,.000,.549,.079,19,,1.000,.000,0,0
2 seasons,,WAS,NBA,,43,986,.490,12.0,.972,.191,.135,.327,.319,.028,.504,.688,.471,.439,.475,.000,.423,.036,9,,.143,.000,1,0
2 seasons,,OKC,NBA,,18,320,.485,10.1,.971,.250,.162,.412,.147,.029,.500,.588,.273,.607,.300,.000,.424,.029,2,,1.000,.000,0,0
1 season,,MIA,NBA,,4,41,.375,14.4,1.000,.000,.000,.500,.500,.000,.375,,,.250,.500,,.000,.000,0,,,,0,0
