Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,19,LAC,NBA,PG,30,814,.414,9.5,.991,.312,.177,.274,.228,.009,.418,.478,.342,.373,.449,.000,.494,.023,4,,.000,,0,0
2005-06,20,LAC,NBA,PG,61,1525,.427,10.2,.977,.295,.172,.232,.278,.023,.434,.515,.417,.469,.330,.125,.405,.026,8,1.000,.375,.333,0,0
2006-07,21,LAC,NBA,PG,54,1611,.463,10.9,.964,.241,.165,.334,.225,.036,.469,.611,.405,.460,.376,.313,.399,.038,16,.200,.125,.500,3,0
2008-09,23,TOT,NBA,PG,12,231,.517,10.4,1.000,.217,.150,.450,.183,.000,.517,.692,.222,.556,.455,,.355,.033,2,,,,0,0
2008-09,23,MIA,NBA,PG,4,41,.375,14.4,1.000,.000,.000,.500,.500,.000,.375,,,.250,.500,,.000,.000,0,,,,0,0
2008-09,23,OKC,NBA,PG,8,190,.538,9.8,1.000,.250,.173,.442,.135,.000,.538,.692,.222,.609,.429,,.393,.038,2,,,,0,0
2009-10,24,TOT,NBA,PG,36,796,.517,11.7,.970,.204,.144,.328,.294,.030,.533,.683,.517,.485,.492,.000,.433,.035,7,,.333,.000,1,0
2009-10,24,OKC,NBA,PG,10,130,.313,11.1,.875,.250,.125,.313,.188,.125,.357,.250,.500,.600,.000,.000,.600,.000,0,,1.000,.000,0,0
2009-10,24,WAS,NBA,PG,26,666,.535,11.8,.978,.200,.146,.330,.303,.022,.547,.730,.519,.475,.518,.000,.424,.038,7,,.000,,1,0
2010-11,25,CHA,NBA,PG,73,1261,.466,9.9,.990,.249,.222,.340,.179,.010,.468,.616,.443,.437,.352,.250,.293,.060,19,1.000,.500,.500,1,0
2011-12,26,MIL,NBA,SG,58,1092,.469,9.8,.989,.247,.214,.406,.122,.011,.466,.642,.448,.400,.364,.667,.576,.081,21,1.000,.333,1.000,1,0
2012-13,27,TOT,NBA,PG,66,1455,.480,9.8,.988,.251,.188,.396,.153,.012,.485,.701,.400,.416,.415,.000,.530,.069,21,,.500,.000,0,0
2012-13,27,WAS,NBA,PG,17,320,.364,12.7,.955,.167,.106,.318,.364,.045,.381,.545,.286,.333,.375,.000,.417,.030,2,,.333,.000,0,0
2012-13,27,CLE,NBA,PG,49,1135,.507,9.1,.996,.271,.207,.414,.104,.004,.509,.724,.414,.431,.448,.000,.549,.079,19,,1.000,.000,0,0
2013-14,28,BRK,NBA,PG,76,1974,.483,7.5,.988,.359,.281,.298,.049,.012,.486,.566,.467,.448,.250,.167,.329,.113,50,1.000,.667,.250,0,0
2014-15,29,GSW,NBA,PG,78,1468,.500,8.8,.995,.270,.237,.417,.071,.005,.503,.701,.362,.461,.464,.000,.460,.111,40,,.000,,1,0
2015-16,30,GSW,NBA,PG,78,1520,.536,9.2,.968,.259,.201,.404,.106,.032,.548,.724,.434,.523,.425,.167,.473,.106,36,1.000,.667,.250,1,0
2016-17,31,GSW,NBA,PG,46,808,.571,10.7,.995,.207,.136,.530,.121,.005,.574,.756,.741,.524,.292,.000,.504,.091,17,,.000,,1,0
