Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,668,14555,64%,30%,6%,,,-0.4,-3.7,467,242,207,467,8,90,10,4838,379,107,180
3 seasons,,GSW,NBA,,202,3796,72%,28%,,,,+4.8,-10.2,94,78,48,137,5,26,5,1323,105,31,39
3 seasons,,LAC,NBA,,145,3950,66%,22%,11%,1%,,-2.7,-5.0,158,63,73,174,0,36,0,1509,102,23,54
1 season,,BRK,NBA,,76,1974,52%,47%,1%,,,+1.6,+4.5,52,25,28,70,3,10,5,579,80,16,34
1 season,,CHA,NBA,,73,1261,80%,18%,2%,,,-2.6,+2.8,43,21,24,46,0,12,0,351,55,12,18
1 season,,MIL,NBA,,58,1092,8%,83%,9%,,,-4.0,-6.4,33,20,13,40,0,6,0,273,37,12,10
1 season,,CLE,NBA,,49,1135,64%,24%,11%,,,-0.7,+6.3,36,13,10,45,0,6,9,396,33,6,10
2 seasons,,WAS,NBA,,43,986,96%,2%,2%,,,-6.0,-1.1,41,18,8,43,0,4,1,337,28,7,9
2 seasons,,OKC,NBA,,18,320,46%,30%,23%,,,-2.4,-0.1,9,3,2,11,0,0,0,62,2,0,5
1 season,,MIA,NBA,,4,41,31%,67%,3%,,,-26.2,-26.5,1,1,1,2,0,1,0,8,1,0,1
