Block Pct
2003-04 NBA 6.8 (2nd)
2004-05 NBA 5.3 (7th)
2005-06 NBA 6.9 (4th)
2006-07 NBA 4.8 (10th)
2007-08 NBA 5.6 (4th)
2008-09 NBA 5.8 (3rd)
2009-10 NBA 5.6 (4th)
2011-12 NBA 5.7 (6th)
2013-14 NBA 4.8 (7th)
Active 5.6 (2nd)
Career NBA 5.6 (11th)
Career 5.6 (11th)
