Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,23,POR,NBA,PG,1,0,8:44,3,8,.375,3,6,.500,0,0,,0,1,0,0,0,1,1,9
2014-15,24,POR,NBA,PG,1,0,16:28,4,12,.333,3,9,.333,0,0,,2,2,2,1,0,4,0,11
