Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,129,3907,,25%,52%,23%,,-0.9,-4.6,58,40,26,125,0,19,0,533,77,12,52
5 seasons,,DAL,NBA,,56,2316,,33%,51%,15%,,-2.1,-6.8,44,29,19,76,0,15,0,382,68,12,42
4 seasons,,SAS,NBA,,55,1483,,14%,50%,35%,,+0.6,-1.8,14,11,7,46,0,4,0,143,9,0,10
1 season,,BOS,NBA,,18,108,,,89%,10%,,+5.3,+2.4,0,0,0,3,0,0,0,8,0,0,0
