Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,22,PHO,NBA,SF,82,72,39.2,5.7,11.9,.476,0.7,2.3,.328,4.9,9.6,.511,.508,3.0,3.9,.749,1.7,2.9,4.6,3.5,1.0,0.4,1.6,2.4,15.0
1996-97,23,TOT,NBA,SF,83,54,33.6,5.7,12.9,.444,1.2,3.4,.361,4.5,9.5,.473,.491,2.4,3.0,.808,1.1,3.4,4.5,2.7,0.8,0.3,2.0,1.7,15.0
1996-97,23,PHO,NBA,SF,27,18,29.5,5.2,11.0,.475,0.5,2.0,.255,4.7,9.0,.525,.498,2.1,2.6,.812,1.3,3.2,4.4,2.5,0.7,0.1,1.6,1.6,13.0
1996-97,23,DAL,NBA,SF,56,36,35.6,6.0,13.8,.432,1.6,4.0,.387,4.4,9.8,.450,.488,2.5,3.1,.807,1.0,3.5,4.5,2.8,0.9,0.4,2.1,1.7,16.0
1997-98,24,DAL,NBA,SF,82,82,41.4,8.2,18.4,.449,1.1,3.0,.357,7.2,15.4,.466,.477,4.0,5.1,.784,1.8,3.5,5.3,4.9,1.6,0.4,2.7,2.0,21.5
1998-99,25,DAL,NBA,SF,50,50,41.0,7.8,17.5,.444,0.9,2.7,.331,6.9,14.8,.465,.470,3.7,4.5,.823,1.4,3.9,5.3,4.4,1.3,0.3,2.1,1.9,20.2
1999-00,26,DAL,NBA,SF,82,82,42.2,9.1,20.0,.457,1.2,3.0,.401,7.9,16.9,.467,.487,3.2,3.9,.820,1.5,4.8,6.3,5.3,1.3,0.4,2.4,2.1,22.6
2000-01,27,DAL,NBA,SF,82,82,42.0,8.7,18.9,.458,1.1,3.2,.346,7.6,15.7,.481,.487,3.1,4.0,.775,1.3,3.9,5.2,4.4,1.4,0.4,2.3,2.1,21.5
2001-02,28,DAL,NBA,SF,69,69,39.9,8.2,17.8,.463,1.1,3.2,.339,7.1,14.6,.491,.494,3.0,3.6,.837,1.3,3.9,5.2,3.3,0.9,0.4,1.7,2.1,20.6
2002-03,29,DAL,NBA,SF,69,69,38.3,7.3,17.3,.425,1.7,4.7,.370,5.6,12.6,.445,.475,2.9,3.3,.861,1.6,4.3,5.8,3.0,1.1,0.3,1.7,1.5,19.3
2003-04,30,DAL,NBA,SG,72,72,38.6,7.1,16.1,.443,2.1,5.1,.405,5.1,11.0,.461,.508,2.3,2.7,.850,1.1,3.4,4.5,2.9,1.2,0.5,1.2,1.6,18.6
2004-05,31,DAL,NBA,SG,64,64,36.8,6.0,14.2,.427,1.8,4.5,.407,4.2,9.7,.436,.491,1.8,2.1,.831,0.7,3.4,4.1,2.6,0.8,0.3,0.9,1.9,15.7
2005-06,32,SAS,NBA,SG,77,18,26.5,3.7,9.0,.412,1.4,3.6,.394,2.3,5.4,.423,.491,1.3,1.5,.852,0.4,2.8,3.2,1.5,0.5,0.1,0.8,1.3,10.1
2006-07,33,SAS,NBA,SF,82,16,22.2,3.3,8.1,.412,1.3,3.5,.364,2.1,4.6,.448,.490,1.1,1.2,.918,0.4,2.3,2.7,1.3,0.4,0.2,0.6,0.9,9.0
2007-08,34,SAS,NBA,SG,82,61,26.9,3.8,9.3,.414,1.6,4.4,.370,2.2,4.9,.453,.501,0.8,1.0,.800,0.3,2.8,3.1,1.4,0.4,0.1,0.7,1.1,10.1
2008-09,35,SAS,NBA,SF,81,77,28.8,3.7,8.5,.437,1.6,3.9,.411,2.1,4.6,.459,.532,0.6,0.8,.823,0.3,3.0,3.3,1.4,0.5,0.2,0.8,1.0,9.7
2009-10,36,TOT,NBA,SF,46,7,15.4,1.8,4.0,.440,0.7,1.8,.390,1.1,2.2,.480,.527,0.2,0.3,.533,0.1,1.4,1.5,0.9,0.2,0.1,0.5,0.7,4.4
2009-10,36,SAS,NBA,SF,25,6,15.8,1.5,3.9,.381,0.5,1.6,.317,1.0,2.2,.429,.448,0.2,0.4,.667,0.2,1.3,1.5,0.8,0.2,0.2,0.5,0.5,3.7
2009-10,36,BOS,NBA,SF,21,1,15.0,2.1,4.1,.506,0.9,2.0,.463,1.2,2.2,.543,.615,0.1,0.3,.333,0.0,1.5,1.6,1.1,0.2,0.1,0.4,1.0,5.2
