Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,27,DAL,NBA,SF,10,10,434,72,200,.360,17,47,.362,55,153,.359,.403,36,44,.818,13,40,53,44,12,2,24,23,197
2001-02,28,DAL,NBA,SF,8,8,373,69,148,.466,14,37,.378,55,111,.495,.514,45,50,.900,13,37,50,18,12,4,15,24,197
2002-03,29,DAL,NBA,SF,20,20,822,131,301,.435,47,114,.412,84,187,.449,.513,57,66,.864,25,90,115,60,26,12,31,46,366
2003-04,30,DAL,NBA,SG,5,5,196,26,68,.382,7,26,.269,19,42,.452,.434,6,10,.600,6,10,16,13,4,3,9,8,65
2004-05,31,DAL,NBA,SG,13,13,491,65,153,.425,24,61,.393,41,92,.446,.503,16,18,.889,13,43,56,28,17,0,13,32,170
2005-06,32,SAS,NBA,SG,13,4,411,50,105,.476,18,47,.383,32,58,.552,.562,18,20,.900,1,48,49,18,8,3,9,19,136
2006-07,33,SAS,NBA,SF,20,20,538,73,178,.410,44,105,.419,29,73,.397,.534,35,39,.897,8,50,58,22,11,4,13,28,225
2007-08,34,SAS,NBA,SG,17,11,391,43,107,.402,19,52,.365,24,55,.436,.491,9,9,1.000,1,32,33,17,5,3,6,25,114
2008-09,35,SAS,NBA,SF,5,5,143,15,34,.441,7,15,.467,8,19,.421,.544,3,4,.750,3,12,15,5,1,1,4,8,40
2009-10,36,BOS,NBA,SF,18,0,108,5,20,.250,3,11,.273,2,9,.222,.325,2,2,1.000,1,10,11,4,4,0,0,4,15
