Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,23,MIL,NBA,PF,76,2086,,,13%,68%,19%,+6.4,+4.8,36,40,38,90,,24,,321,100,21,50
2001-02,24,MIL,NBA,SF,74,1987,,,29%,40%,31%,+0.7,+1.8,43,37,47,82,,32,,247,83,16,37
2002-03,25,MIL,NBA,SF,80,2358,,,68%,23%,9%,-0.8,-3.3,53,34,46,136,,28,,238,81,19,44
2003-04,26,TOT,NBA,SF,66,2089,,,73%,18%,9%,+0.9,+1.4,46,34,36,0,,0,,275,0,21,53
2003-04,26,MIL,NBA,SF,42,1343,,,65%,25%,10%,+1.8,+0.7,32,21,20,61,,13,,202,50,12,35
2003-04,26,NYK,NBA,SF,24,746,,,87%,5%,7%,-0.7,+1.1,14,13,16,28,,12,,73,40,9,18
2004-05,27,NYK,NBA,SF,71,1940,,,67%,8%,25%,-5.2,-4.5,38,39,36,107,,26,,255,69,14,38
2005-06,28,TOT,NBA,PF-SF,29,666,,,1%,18%,81%,+0.6,-3.2,11,12,10,0,,0,,44,0,11,30
2005-06,28,CHI,NBA,SF,3,32,,,27%,73%,,+17.1,+16.3,1,0,0,0,,0,,4,0,0,1
2005-06,28,PHO,NBA,PF,26,634,,,,15%,85%,-0.2,-7.4,10,12,10,52,,5,,40,18,11,29
2006-07,29,LAC,NBA,PF,76,2054,,,,44%,56%,+4.2,+9.8,35,27,44,123,,29,,348,62,16,21
2007-08,30,LAC,NBA,PF,63,1940,,,,73%,27%,-6.9,+2.7,49,27,22,122,,14,,375,68,15,38
2008-09,31,TOT,NBA,PF,64,1247,,,4%,60%,36%,+0.8,+5.7,22,22,26,0,,0,,162,0,13,29
2008-09,31,LAC,NBA,PF,10,220,,,1%,98%,1%,-22.1,-12.8,7,4,3,18,,1,,22,16,3,10
2008-09,31,NYK,NBA,PF,36,773,,,,42%,58%,+1.9,+5.8,12,14,20,49,,10,,110,30,8,16
2008-09,31,CHI,NBA,PF,18,254,,,18%,82%,,+17.1,+18.4,3,4,3,13,,1,,30,11,2,3
2009-10,32,DAL,NBA,SF,18,285,,,27%,51%,22%,-3.5,-6.9,4,5,5,18,,1,,31,11,2,2
