Player,Sim,1,2,3
Jawad Williams,,1.1,0.0,-0.5
Scott English,49.3,1.0,0.0,-0.2
Chris King,43.3,1.1,0.0,-0.1
Zendon Hamilton,42.2,1.1,0.0,0.0
Glenn McDonald,39.9,1.1,0.2,-0.2
Ivano Newbill,38.2,1.1,0.1,-0.1
Zarko Cabarkapa,33.1,1.3,0.3,-0.4
Michael Young,31.6,1.1,0.0,0.0
Anthony Miller,31.0,1.2,0.0,-0.1
Randolph Keys,29.7,1.0,0.3,-0.2
Gary Gregor,29.7,1.1,0.5,-0.4
