Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,564,181,10257,4.5,8.1,.551,0.0,0.0,.154,4.4,8.0,.553,2.5,3.4,.743,2.7,5.0,7.7,1.4,0.6,1.1,1.9,5.4,11.4
4 seasons,,DET,NBA,,142,2,1865,4.8,9.1,.530,0.0,0.1,.333,4.8,9.0,.531,3.3,4.4,.757,3.6,5.7,9.3,1.2,0.8,1.9,2.1,6.6,12.9
2 seasons,,SAC,NBA,,128,99,3131,4.0,7.0,.566,0.0,0.0,.000,4.0,7.0,.567,1.9,2.6,.750,2.4,5.1,7.4,1.3,0.6,0.7,1.6,4.9,9.9
2 seasons,,NJN,NBA,,83,55,2092,5.3,8.8,.605,0.0,0.0,.000,5.3,8.8,.606,2.8,4.0,.681,2.5,4.5,7.0,1.3,0.8,1.0,1.9,4.5,13.4
1 season,,LAC,NBA,,74,4,1178,4.4,8.8,.502,0.0,0.2,.200,4.4,8.6,.507,3.3,4.2,.787,3.0,4.6,7.5,1.4,0.6,1.0,1.9,5.3,12.1
1 season,,SEA,NBA,,47,1,583,3.3,7.7,.435,0.0,0.1,.000,3.3,7.5,.443,2.8,3.8,.742,2.7,5.3,8.0,1.7,0.4,0.9,2.5,5.7,9.5
2 seasons,,GSW,NBA,,30,20,524,4.3,7.6,.573,0.0,0.0,,4.3,7.6,.573,0.9,1.2,.722,2.3,4.0,6.3,2.8,0.5,1.1,1.9,5.8,9.5
1 season,,UTA,NBA,,28,0,385,4.6,8.8,.521,0.0,0.0,,4.6,8.8,.521,2.8,3.3,.857,2.6,5.0,7.7,1.8,0.7,1.2,2.1,6.0,12.0
2 seasons,,BOS,NBA,,27,0,468,3.9,6.6,.593,0.0,0.0,,3.9,6.6,.593,1.1,1.5,.737,2.5,5.8,8.2,1.9,0.3,0.5,1.6,7.8,8.9
1 season,,ATL,NBA,,5,0,31,5.8,13.9,.417,0.0,0.0,,5.8,13.9,.417,9.3,11.6,.800,5.8,2.3,8.1,3.5,0.0,2.3,2.3,1.2,20.9
