Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,564,10257,12.5,.597,.006,.419,8.9,16.1,12.5,6.3,0.9,2.2,16.4,14.4,,13.9,8.6,22.5,.105,,-1.3,0.2,-1.1,2.3
4 seasons,,DET,NBA,,142,1865,15.0,.588,.006,.481,11.0,17.6,14.3,5.4,1.1,3.9,16.3,16.1,,3.2,2.5,5.7,.146,,-1.4,1.0,-0.4,0.8
2 seasons,,SAC,NBA,,128,3131,10.8,.605,.003,.367,7.8,16.4,12.1,5.5,0.8,1.5,16.2,12.1,,3.8,1.6,5.4,.083,,-1.3,-0.2,-1.5,0.4
2 seasons,,NJN,NBA,,83,2092,14.7,.633,.002,.460,8.3,14.5,11.4,6.0,1.2,2.3,15.5,16.2,,3.4,2.3,5.7,.130,,-0.7,0.7,0.0,1.1
1 season,,LAC,NBA,,74,1178,12.7,.571,.017,.474,10.2,14.7,12.5,6.6,0.9,2.1,15.4,16.1,,1.6,1.0,2.6,.106,,-1.1,-0.4,-1.5,0.1
1 season,,SEA,NBA,,47,583,8.6,.509,.016,.500,9.0,18.1,13.5,6.8,0.6,2.0,20.9,14.7,,0.1,0.0,0.1,.006,,-3.4,-1.4,-4.8,-0.4
2 seasons,,GSW,NBA,,30,524,10.1,.589,.000,.164,7.0,12.5,9.7,11.0,0.8,2.2,19.2,12.1,,0.5,0.1,0.7,.060,,-2.1,-0.3,-2.4,-0.1
1 season,,UTA,NBA,,28,385,13.7,.585,.000,.372,8.9,17.7,13.2,8.9,1.0,2.9,16.7,15.9,,0.7,0.4,1.0,.131,,-1.0,0.1,-0.8,0.1
2 seasons,,BOS,NBA,,27,468,9.0,.615,.000,.221,8.7,18.6,13.9,8.1,0.5,1.2,18.2,11.5,,0.6,0.7,1.3,.132,,-1.5,1.5,0.0,0.2
1 season,,ATL,NBA,,5,31,26.1,.549,.000,.833,19.1,7.1,12.9,17.4,0.0,4.5,10.9,27.2,,0.1,0.0,0.1,.211,,3.3,-2.3,1.0,0.0
