Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,564,181,18.2,2.3,4.1,.551,0.0,0.0,.154,2.2,4.1,.553,.551,1.3,1.7,.743,1.4,2.5,3.9,0.7,0.3,0.5,1.0,2.7,5.8
4 seasons,,DET,NBA,,142,2,13.1,1.8,3.3,.530,0.0,0.0,.333,1.7,3.3,.531,.531,1.2,1.6,.757,1.3,2.1,3.4,0.4,0.3,0.7,0.8,2.4,4.7
2 seasons,,SAC,NBA,,128,99,24.5,2.7,4.8,.566,0.0,0.0,.000,2.7,4.8,.567,.566,1.3,1.8,.750,1.6,3.4,5.0,0.9,0.4,0.5,1.1,3.3,6.7
2 seasons,,NJN,NBA,,83,55,25.2,3.7,6.2,.605,0.0,0.0,.000,3.7,6.1,.606,.605,1.9,2.8,.681,1.8,3.1,4.9,0.9,0.6,0.7,1.4,3.2,9.4
1 season,,LAC,NBA,,74,4,15.9,1.9,3.9,.502,0.0,0.1,.200,1.9,3.8,.507,.503,1.4,1.8,.787,1.3,2.0,3.3,0.6,0.3,0.4,0.9,2.3,5.4
1 season,,SEA,NBA,,47,1,12.4,1.1,2.6,.435,0.0,0.0,.000,1.1,2.6,.443,.435,1.0,1.3,.742,0.9,1.8,2.8,0.6,0.1,0.3,0.9,2.0,3.3
2 seasons,,GSW,NBA,,30,20,17.5,2.1,3.7,.573,0.0,0.0,,2.1,3.7,.573,.573,0.4,0.6,.722,1.1,1.9,3.0,1.4,0.3,0.5,0.9,2.8,4.6
1 season,,UTA,NBA,,28,0,13.8,1.8,3.4,.521,0.0,0.0,,1.8,3.4,.521,.521,1.1,1.3,.857,1.0,1.9,2.9,0.7,0.3,0.5,0.8,2.3,4.6
2 seasons,,BOS,NBA,,27,0,17.3,1.9,3.2,.593,0.0,0.0,,1.9,3.2,.593,.593,0.5,0.7,.737,1.2,2.8,4.0,0.9,0.1,0.3,0.8,3.8,4.3
1 season,,ATL,NBA,,5,0,6.2,1.0,2.4,.417,0.0,0.0,,1.0,2.4,.417,.417,1.6,2.0,.800,1.0,0.4,1.4,0.6,0.0,0.4,0.4,0.2,3.6
