Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1998-99,23,DET,NBA,C,2,6,35.7,1.064,.000,2.000,0.0,20.5,10.2,0.0,0.0,0.0,0.0,14.9,,0.1,0.0,0.1,.527,,6.6,-6.5,0.1,0.0
1999-00,24,DET,NBA,C,29,488,19.6,.671,.000,.486,10.5,16.1,13.3,5.9,0.9,4.6,11.9,17.4,,1.7,0.5,2.2,.218,,1.8,0.3,2.1,0.5
2000-01,25,DET,NBA,C,81,1154,12.9,.552,.004,.485,11.0,18.4,14.7,4.6,1.1,3.7,18.5,15.0,,1.1,1.6,2.8,.116,,-2.7,1.4,-1.2,0.2
2001-02,26,DET,NBA,C,30,217,14.9,.545,.033,.426,12.0,16.7,14.4,8.6,1.7,2.9,16.2,18.8,,0.3,0.3,0.6,.133,,-1.9,0.5,-1.4,0.0
2002-03,27,TOT,NBA,C,8,43,17.9,.517,.000,.769,16.4,5.1,10.6,12.5,0.0,6.9,10.3,20.7,,0.1,0.0,0.1,.157,,-0.1,-0.1,-0.2,0.0
2002-03,27,BOS,NBA,C,3,12,-3.1,.000,.000,.000,9.2,0.0,4.7,0.0,0.0,13.1,0.0,3.9,,0.0,0.0,0.0,.018,,-8.9,5.8,-3.0,0.0
2002-03,27,ATL,NBA,C,5,31,26.1,.549,.000,.833,19.1,7.1,12.9,17.4,0.0,4.5,10.9,27.2,,0.1,0.0,0.1,.211,,3.3,-2.3,1.0,0.0
2003-04,28,TOT,NBA,PF-C,32,395,13.3,.568,.000,.354,9.0,17.5,13.2,8.7,1.0,2.8,16.1,16.1,,0.6,0.4,1.0,.122,,-1.3,-0.1,-1.4,0.1
2003-04,28,NJN,NBA,C,4,10,-3.5,.200,.000,.000,11.8,11.8,11.8,0.0,0.0,0.0,0.0,23.5,,-0.1,0.0,0.0,-0.202,,-13.9,-8.2,-22.2,-0.1
2003-04,28,UTA,NBA,PF,28,385,13.7,.585,.000,.372,8.9,17.7,13.2,8.9,1.0,2.9,16.7,15.9,,0.7,0.4,1.0,.131,,-1.0,0.1,-0.8,0.1
2004-05,29,LAC,NBA,PF,74,1178,12.7,.571,.017,.474,10.2,14.7,12.5,6.6,0.9,2.1,15.4,16.1,,1.6,1.0,2.6,.106,,-1.1,-0.4,-1.5,0.1
2005-06,30,SEA,NBA,C,47,583,8.6,.509,.016,.500,9.0,18.1,13.5,6.8,0.6,2.0,20.9,14.7,,0.1,0.0,0.1,.006,,-3.4,-1.4,-4.8,-0.4
2006-07,31,NJN,NBA,C,79,2082,14.8,.637,.002,.464,8.3,14.5,11.4,6.1,1.2,2.3,15.6,16.2,,3.5,2.3,5.7,.131,,-0.7,0.8,0.1,1.1
2007-08,32,SAC,NBA,PF,82,2385,11.5,.613,.004,.372,8.1,16.2,12.2,5.4,0.7,1.5,16.2,12.7,,3.2,1.4,4.6,.092,,-0.7,-0.1,-0.8,0.7
2008-09,33,TOT,NBA,PF-C,70,1202,8.9,.593,.000,.296,7.6,17.7,12.7,6.6,0.7,1.2,17.1,10.6,,1.2,0.9,2.1,.083,,-2.3,0.1,-2.2,-0.1
2008-09,33,SAC,NBA,PF,46,746,8.6,.574,.000,.347,7.0,16.9,11.9,5.6,0.9,1.4,16.2,10.0,,0.6,0.2,0.8,.052,,-3.0,-0.6,-3.6,-0.3
2008-09,33,BOS,NBA,C,24,456,9.3,.621,.000,.224,8.7,19.1,14.1,8.3,0.5,0.9,18.4,11.7,,0.6,0.7,1.3,.135,,-1.3,1.3,0.1,0.2
2009-10,34,GSW,NBA,C,23,406,11.2,.606,.000,.122,7.0,12.0,9.5,12.5,0.6,2.3,18.1,12.2,,0.5,0.1,0.6,.071,,-1.5,-0.4,-1.9,0.0
2011-12,36,GSW,NBA,C,7,118,6.3,.520,.000,.350,6.8,14.4,10.6,6.0,1.3,1.9,23.3,11.8,,0.0,0.1,0.1,.022,,-4.2,0.1,-4.1,-0.1
