Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,533,9763,.546,7.4,.994,.478,.161,.103,.252,.006,.548,.687,.428,.374,.434,.154,.715,.198,391,1.000,.308,.500,0,0
2 seasons,,SAC,NBA,,128,3131,.566,6.8,.997,.503,.192,.056,.246,.003,.567,.700,.462,.324,.433,.000,.730,.202,115,,.500,.000,0,0
2 seasons,,DET,NBA,,111,1371,.489,6.5,.991,.489,.195,.140,.167,.009,.491,.683,.313,.370,.236,.333,.600,.201,59,1.000,.333,1.000,0,0
2 seasons,,NJN,NBA,,83,2092,.605,7.2,.998,.513,.114,.104,.268,.002,.606,.687,.431,.453,.584,.000,.783,.219,101,,.000,,0,0
1 season,,LAC,NBA,,74,1178,.502,7.5,.983,.460,.185,.129,.209,.017,.507,.644,.453,.324,.367,.200,.671,.188,49,1.000,.200,1.000,0,0
1 season,,SEA,NBA,,47,583,.435,9.0,.984,.387,.161,.129,.306,.016,.443,.646,.300,.313,.316,.000,.648,.177,19,,.500,.000,0,0
2 seasons,,GSW,NBA,,30,524,.573,10.1,1.000,.364,.127,.091,.418,.000,.573,.800,.500,.500,.413,,.762,.173,19,,,,0,0
1 season,,UTA,NBA,,28,385,.521,7.4,1.000,.447,.170,.160,.223,.000,.521,.690,.563,.267,.333,,.653,.170,15,,,,0,0
2 seasons,,BOS,NBA,,27,468,.593,9.7,1.000,.442,.058,.105,.395,.000,.593,.684,.800,.444,.500,,.745,.174,13,,,,0,0
1 season,,ATL,NBA,,5,31,.417,10.7,1.000,.333,.083,.167,.417,.000,.417,.500,.000,.500,.400,,.800,.083,1,,,,0,0
