Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,564,181,10257,1269,2304,.551,2,13,.154,1267,2291,.553,.551,717,965,.743,777,1419,2196,409,179,306,537,1541,3257
4 seasons,,DET,NBA,,142,2,1865,249,470,.530,1,3,.333,248,467,.531,.531,171,226,.757,187,295,482,61,40,101,111,341,670
2 seasons,,SAC,NBA,,128,99,3131,345,610,.566,0,2,.000,345,608,.567,.566,168,224,.750,205,441,646,112,48,60,137,422,858
2 seasons,,NJN,NBA,,83,55,2092,309,511,.605,0,1,.000,309,510,.606,.605,160,235,.681,146,259,405,74,46,60,113,262,778
1 season,,LAC,NBA,,74,4,1178,144,287,.502,1,5,.200,143,282,.507,.503,107,136,.787,97,149,246,47,19,32,63,173,396
1 season,,SEA,NBA,,47,1,583,54,124,.435,0,2,.000,54,122,.443,.435,46,62,.742,44,86,130,27,7,15,40,92,154
2 seasons,,GSW,NBA,,30,20,524,63,110,.573,0,0,,63,110,.573,.573,13,18,.722,33,58,91,41,8,16,28,84,139
1 season,,UTA,NBA,,28,0,385,49,94,.521,0,0,,49,94,.521,.521,30,35,.857,28,54,82,19,7,13,22,64,128
2 seasons,,BOS,NBA,,27,0,468,51,86,.593,0,0,,51,86,.593,.593,14,19,.737,32,75,107,25,4,7,21,102,116
1 season,,ATL,NBA,,5,0,31,5,12,.417,0,0,,5,12,.417,.417,8,10,.800,5,2,7,3,0,2,2,1,18
