Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,21,DET,NBA,PG,57,1081,.401,9.4,.958,.453,.086,.094,.325,.042,.410,.474,.242,.389,.371,.188,.313,.024,9,.333,.125,.000,1,0
2008-09,22,DET,NBA,PG,79,2517,.439,10.3,.915,.419,.081,.134,.280,.085,.453,.496,.514,.385,.402,.295,.270,.005,5,.783,.103,.000,6,0
2009-10,23,DET,NBA,PG,73,2499,.405,10.2,.929,.360,.139,.165,.265,.071,.418,.486,.364,.377,.381,.228,.313,.006,5,.667,.190,.267,3,0
2010-11,24,DET,NBA,PG,70,2183,.439,9.7,.891,.403,.169,.116,.203,.109,.457,.565,.364,.375,.369,.289,.359,.008,7,.692,.278,.240,4,0
2011-12,25,DET,NBA,SG,55,1644,.429,10.3,.826,.389,.173,.102,.162,.174,.452,.530,.408,.443,.320,.317,.336,.008,2,.758,.212,.318,1,0
2012-13,26,DET,NBA,SG,76,2171,.406,11.5,.757,.328,.222,.090,.118,.243,.440,.551,.349,.328,.386,.302,.365,.008,5,.836,.269,.327,6,0
2013-14,27,DET,NBA,SG,73,1950,.436,10.8,.897,.277,.239,.156,.225,.103,.455,.648,.353,.406,.359,.273,.405,.002,2,1.000,.557,.367,4,0
2014-15,28,IND,NBA,PG,71,1874,.440,12.6,.813,.255,.168,.156,.233,.187,.452,.573,.417,.415,.369,.390,.390,.001,0,.800,.305,.442,2,0
2015-16,29,IND,NBA,PG,58,1275,.413,12.4,.813,.287,.129,.129,.271,.187,.453,.575,.368,.404,.383,.241,.405,.002,0,.850,.410,.206,3,0
2016-17,30,IND,NBA,PG,18,359,.435,13.7,.790,.242,.113,.169,.266,.210,.469,.500,.500,.571,.364,.308,.217,.000,0,.750,.231,.500,0,0
