Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,21,DET,NBA,PG,57,1081,67%,33%,,,,+4.0,-6.4,38,18,22,55,,14,,360,71,15,46
2008-09,22,DET,NBA,PG,79,2517,49%,33%,18%,,,-1.7,-3.2,82,40,51,99,,30,,848,146,47,85
2009-10,23,DET,NBA,PG,73,2499,61%,26%,13%,,,-2.7,+8.5,65,44,54,86,,34,,767,176,43,101
2010-11,24,DET,NBA,PG,70,2183,92%,5%,3%,,,-1.9,+4.3,72,43,40,80,,33,,807,181,49,74
2011-12,25,DET,NBA,SG,55,1644,2%,93%,5%,,,-1.4,+8.7,49,27,30,60,,23,,467,145,36,48
2012-13,26,DET,NBA,SG,76,2171,12%,77%,10%,,,-7.1,-6.2,64,39,31,61,,17,5,623,125,34,55
2013-14,27,DET,NBA,SG,73,1950,5%,92%,3%,,,-4.6,-1.2,53,43,28,67,0,21,1,338,126,37,49
2014-15,28,IND,NBA,PG,71,1874,10%,87%,2%,,,-0.6,-1.2,59,27,32,55,8,22,1,506,84,26,48
2015-16,29,IND,NBA,PG,58,1275,40%,58%,1%,,,+0.1,-2.7,31,31,14,39,1,9,0,335,62,13,31
2016-17,30,IND,NBA,PG,18,359,21%,77%,3%,,,-4.4,-4.6,1,21,8,12,0,7,0,88,24,2,8
