Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2000-01,21,MIL,NBA,SG,6,35,3.4,.300,.158,.316,9.8,3.2,6.5,4.4,1.5,0.0,4.4,29.3,,-0.1,0.0,-0.1,-0.163,,-7.8,-6.5,-14.3,-0.1
2001-02,22,MIL,NBA,SG,67,1417,20.0,.581,.325,.189,6.6,11.4,9.1,11.5,1.6,0.4,8.0,23.7,,3.9,0.7,4.6,.155,,3.6,-3.0,0.6,0.9
2002-03,23,MIL,NBA,SG,82,2316,21.0,.590,.428,.191,4.9,13.9,9.4,8.9,2.3,0.4,6.6,22.6,,6.9,1.1,8.0,.167,,4.9,-2.3,2.5,2.6
2003-04,24,MIL,NBA,SG,82,3021,19.9,.544,.252,.306,4.4,10.9,7.7,11.3,1.4,0.1,6.6,26.3,,8.4,1.3,9.7,.154,,4.4,-2.2,2.2,3.2
2004-05,25,MIL,NBA,SG,75,2848,18.3,.536,.207,.305,2.9,10.0,6.4,11.4,1.2,0.2,7.6,27.8,,5.5,0.7,6.2,.105,,2.7,-2.7,-0.1,1.4
2005-06,26,MIL,NBA,SG,80,3130,21.2,.574,.272,.377,2.9,10.2,6.5,13.8,1.6,0.1,8.8,28.3,,8.8,2.0,10.8,.166,,4.5,-2.0,2.4,3.5
2006-07,27,MIL,NBA,SF,53,2036,22.3,.586,.299,.406,2.4,9.0,5.7,11.0,1.6,0.3,9.2,29.5,,5.8,0.3,6.1,.145,,4.2,-3.6,0.5,1.3
2007-08,28,MIL,NBA,SG,72,2702,18.8,.559,.289,.394,3.5,10.2,6.7,16.4,1.3,0.4,11.0,27.3,,5.6,0.2,5.8,.104,,3.4,-2.9,0.5,1.7
2008-09,29,MIL,NBA,SG,33,1203,17.9,.566,.349,.294,2.3,8.5,5.3,13.2,1.5,0.1,7.9,25.0,,2.3,0.9,3.2,.128,,3.2,-2.0,1.1,1.0
2009-10,30,MIL,NBA,SG,18,492,12.1,.444,.282,.310,2.4,10.4,6.2,13.0,2.0,0.3,5.8,23.7,,-0.1,0.7,0.6,.059,,-1.6,-0.5,-2.1,0.0
2010-11,31,MIL,NBA,SG,10,134,9.7,.470,.378,.089,0.0,7.1,3.5,15.6,0.8,0.6,7.9,17.7,,0.0,0.1,0.1,.048,,-3.0,-2.1,-5.1,-0.1
2011-12,32,PHO,NBA,SG,51,770,13.9,.511,.367,.308,2.1,9.1,5.6,7.1,0.9,0.0,8.3,26.3,,0.6,0.2,0.8,.052,,-0.2,-4.0,-4.2,-0.4
