Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,629,429,20104,4207,9405,.447,1045,2751,.380,3162,6654,.475,.503,2513,2998,.838,622,1789,2411,1338,579,66,963,1002,11972
11 seasons,,MIL,NBA,,578,427,19334,4063,9045,.449,1003,2619,.383,3060,6426,.476,.505,2425,2887,.840,608,1726,2334,1305,566,66,926,973,11554
1 season,,PHO,NBA,,51,2,770,144,360,.400,42,132,.318,102,228,.447,.458,88,111,.793,14,63,77,33,13,0,37,29,418
