Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,21,MIL,NBA,SG,6,35,,18%,82%,,,-10.9,-15.1,0,0,1,1,,0,,3,2,0,5
2001-02,22,MIL,NBA,SG,67,1417,3%,75%,21%,1%,,+2.0,+3.4,26,11,20,42,,12,,204,49,9,32
2002-03,23,MIL,NBA,SG,82,2316,2%,53%,45%,,,+2.4,+4.6,35,23,16,54,,13,,267,73,21,44
2003-04,24,MIL,NBA,SG,82,3021,,94%,6%,,,-1.1,-10.4,43,48,25,42,,17,,407,157,41,83
2004-05,25,MIL,NBA,SG,75,2848,,85%,14%,,,-3.6,-1.4,45,44,44,37,,32,,369,150,36,69
2005-06,26,MIL,NBA,SG,80,3130,,71%,29%,,,+0.9,+10.4,64,58,48,47,,27,,507,206,53,90
2006-07,27,MIL,NBA,SF,53,2036,,3%,68%,29%,,-0.3,+9.1,33,39,50,30,,23,,279,167,51,67
2007-08,28,MIL,NBA,SG,72,2702,,76%,24%,,,-7.5,+0.1,84,52,45,39,,21,,547,185,50,74
2008-09,29,MIL,NBA,SG,33,1203,,77%,22%,1%,,+4.3,+8.1,23,14,16,12,,5,,199,56,13,15
2009-10,30,MIL,NBA,SG,18,492,,61%,39%,1%,,-10.7,-14.5,7,5,3,9,,2,,90,28,7,21
2010-11,31,MIL,NBA,SG,10,134,,90%,10%,,,+4.7,+5.8,2,0,2,2,,2,,27,2,0,0
2011-12,32,PHO,NBA,SG,51,770,,63%,37%,,,-8.3,-10.5,18,11,8,8,,3,,78,49,12,16
