Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,20,GSW,NBA,PF,38,376,,,24%,57%,18%,-3.4,-5.9,6,4,3,24,,1,,24,22,8,12
2008-09,21,GSW,NBA,PF,39,688,,,5%,87%,8%,-4.0,-0.1,9,8,6,49,,3,,49,41,11,18
2010-11,23,TOT,NBA,PF,37,379,,1%,11%,85%,3%,-7.9,-3.2,3,4,7,0,,0,,26,0,5,10
2010-11,23,GSW,NBA,PF,21,195,,1%,14%,78%,7%,-7.4,-4.9,2,3,5,11,,2,,11,8,4,4
2010-11,23,NJN,NBA,PF,16,184,,,8%,92%,,-8.6,-1.5,1,1,2,9,,1,,15,9,1,6
2011-12,24,DAL,NBA,C,49,791,,1%,4%,19%,77%,+1.2,-0.1,4,11,6,35,,1,,33,40,10,18
2012-13,25,DAL,NBA,C,64,1149,,,,56%,44%,+5.0,+8.0,10,13,11,41,,7,4,84,51,20,25
2013-14,26,DAL,NBA,C,58,1077,,,,4%,96%,+5.8,+4.5,7,20,8,49,1,4,3,78,50,12,17
2014-15,27,TOT,NBA,PF,75,1449,,,23%,62%,15%,+3.6,+3.7,9,15,10,0,0,0,0,98,0,14,23
2014-15,27,DAL,NBA,PF,27,505,,,,67%,33%,+8.1,+5.7,3,5,5,30,2,1,1,26,21,8,8
2014-15,27,BOS,NBA,PF,8,86,,,,81%,19%,+3.6,+3.7,1,3,1,3,0,1,0,20,2,0,2
2014-15,27,PHO,NBA,PF,40,858,,,38%,57%,4%,-4.2,-3.9,5,7,4,37,1,2,1,52,27,6,13
2015-16,28,MEM,NBA,PF,12,212,,,,51%,49%,-12.1,-10.3,2,3,5,12,0,3,1,14,15,4,1
2016-17,29,MEM,NBA,PF,2,10,,,,50%,50%,-44.1,-45.6,0,0,0,0,0,0,0,0,0,0,1
