Player,Sim,1,2,3,4
Terrence Jones,,7.3,3.0,1.5,0.7
Bryon Russell,91.5,7.4,2.1,1.4,0.8
Lamar Odom,86.5,6.5,3.2,2.2,0.7
Metta World Peace,83.7,7.2,2.7,2.3,1.9
Jae Crowder,82.4,7.3,3.9,2.3,1.5
Paul Silas,82.2,6.9,1.8,1.2,0.5
Art Heyman,81.8,8.5,2.7,1.3,0.0
Buck Johnson,80.5,6.2,3.6,2.1,0.7
George Carter,80.3,6.4,2.9,2.2,0.0
Tyler Zeller,79.8,6.5,2.6,2.0,1.7
Alan Henderson,79.7,6.0,3.1,2.0,1.3
