Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2010-11,23,MIN,NBA,SG,79,2069,,92%,8%,,,-6.2,+1.8,55,22,18,97,,6,,324,44,11,18
2011-12,24,MIN,NBA,SF,65,1469,,34%,66%,,,-5.0,-5.5,29,19,12,86,,3,,127,15,5,16
2012-13,25,PHO,NBA,SF,50,953,,44%,55%,1%,,-12.4,-7.3,22,14,12,31,,4,2,75,12,1,14
2013-14,26,LAL,NBA,SF,79,2240,,3%,64%,33%,,-7.8,-4.0,57,16,17,119,10,5,12,283,34,9,23
2014-15,27,LAL,NBA,SF,76,2245,,,92%,7%,,-7.1,-0.0,48,28,12,102,2,4,7,270,48,11,15
2015-16,28,LAC,NBA,SF,80,1666,,1%,60%,38%,,+2.4,-3.5,26,16,11,97,6,4,1,117,23,9,8
2016-17,29,LAC,NBA,SF,43,582,,,34%,66%,,-0.8,-5.6,2,11,0,40,2,0,1,46,5,2,2
