Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,23,ORL,NBA,C,77,1398,.417,14.6,.994,.131,.066,.188,.609,.006,.420,.507,.314,.333,.439,.000,.891,.015,7,,.000,,0,0
2001-02,24,CLE,NBA,C,42,705,.417,11.0,1.000,.257,.123,.299,.321,.000,.417,.479,.261,.464,.383,,.846,.016,3,,,,0,0
2002-03,25,NYK,NBA,C,75,1041,.426,12.3,1.000,.178,.146,.268,.408,.000,.426,.508,.280,.543,.364,,.890,.009,3,,,,0,0
2003-04,26,TOT,NBA,C,72,1029,.435,12.2,1.000,.208,.124,.193,.475,.000,.435,.478,.400,.452,.418,,.871,.019,5,,,,0,0
2003-04,26,NYK,NBA,C,46,685,.444,12.6,1.000,.173,.138,.222,.467,.000,.444,.513,.419,.440,.429,,.870,.013,3,,,,0,0
2003-04,26,DEN,NBA,C,26,344,.412,11.3,1.000,.289,.093,.124,.495,.000,.412,.429,.333,.500,.396,,.875,.031,2,,,,0,0
2004-05,27,MIA,NBA,C,80,1175,.447,12.8,.994,.193,.088,.184,.529,.006,.450,.438,.379,.443,.469,.000,.865,.027,8,,.000,,0,0
2005-06,28,MIA,NBA,C,31,371,.420,11.5,1.000,.227,.182,.159,.432,.000,.420,.400,.438,.357,.447,,.757,.023,1,,,,0,0
2006-07,29,MIA,NBA,C,56,698,.469,12.5,.994,.217,.109,.166,.503,.006,.471,.605,.368,.483,.432,.000,.793,.011,2,,.000,,0,0
2007-08,30,MIN,NBA,C,24,257,.444,12.8,1.000,.175,.143,.222,.460,.000,.444,.455,.444,.286,.517,,.893,.000,0,,,,0,0
