Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,23,ORL,NBA,C,77,1398,,,,,100%,+3.1,+3.2,29,12,18,150,,13,,151,21,5,28
2001-02,24,CLE,NBA,C,42,705,,,,44%,56%,-9.1,-6.5,16,10,11,55,,8,,52,20,2,16
2002-03,25,NYK,NBA,C,75,1041,,,,11%,89%,-5.2,-4.7,21,15,13,108,,8,,107,16,1,14
2003-04,26,TOT,NBA,C,72,1029,,,,4%,96%,-5.8,-6.3,26,13,9,0,,0,,97,0,2,19
2003-04,26,NYK,NBA,C,46,685,,,,4%,96%,-1.4,+0.2,18,11,8,53,,5,,67,17,2,11
2003-04,26,DEN,NBA,C,26,344,,,,6%,94%,-14.3,-16.7,8,2,1,43,,0,,30,6,0,8
2004-05,27,MIA,NBA,C,80,1175,,,,14%,86%,+2.5,-6.7,14,8,14,84,,11,,103,17,3,22
2005-06,28,MIA,NBA,C,31,371,,,,4%,96%,-13.1,-19.2,3,4,7,29,,2,,16,11,0,7
2006-07,29,MIA,NBA,C,56,698,,,,12%,88%,-5.2,-5.5,8,9,13,51,,8,,53,13,3,11
2007-08,30,MIN,NBA,C,24,257,,,,,100%,-7.4,+0.1,8,2,2,29,,0,,15,1,0,3
