Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,31,0,275,3.9,9.6,.411,0.0,0.1,.000,3.9,9.4,.417,1.4,1.7,.846,2.5,6.5,9.0,0.5,0.7,0.3,1.6,6.4,9.3
3 seasons,,MIA,NBA,,18,0,138,3.7,7.6,.483,0.0,0.0,,3.7,7.6,.483,1.0,1.0,1.000,2.1,7.3,9.4,0.0,0.5,0.3,1.6,6.5,8.3
2 seasons,,ORL,NBA,,8,0,88,4.5,13.9,.324,0.0,0.4,.000,4.5,13.5,.333,2.9,3.7,.778,3.7,7.0,10.6,0.4,1.2,0.4,2.0,6.5,11.9
1 season,,DEN,NBA,,5,0,49,3.7,7.3,.500,0.0,0.0,,3.7,7.3,.500,0.0,0.0,,1.5,3.7,5.1,2.2,0.0,0.0,0.7,5.9,7.3
