Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,20,NYK,NBA,SG,28,2,412,4.9,10.9,.448,2.8,6.3,.444,2.1,4.6,.453,2.3,2.4,.963,1.1,3.7,4.8,1.3,1.2,0.3,1.3,4.2,14.9
2009-10,21,NYK,NBA,SF,81,74,2747,5.1,12.1,.423,2.4,6.4,.381,2.7,5.8,.469,3.3,4.0,.818,0.9,4.4,5.2,1.8,1.0,0.8,1.4,2.5,16.0
2010-11,22,TOT,NBA,PF-SF,62,60,2104,4.5,11.0,.414,1.8,5.0,.352,2.8,5.9,.467,5.8,6.7,.862,1.0,4.2,5.2,1.8,0.9,0.5,1.4,2.5,16.6
2010-11,22,NYK,NBA,PF,48,48,1671,4.5,11.0,.415,1.8,5.1,.347,2.8,5.8,.474,5.6,6.2,.893,1.0,3.9,4.9,1.8,0.8,0.4,1.2,2.5,16.5
2010-11,22,DEN,NBA,SF,14,12,433,4.5,10.9,.412,1.7,4.5,.370,2.8,6.4,.442,6.5,8.4,.772,0.9,5.4,6.3,1.8,1.1,0.7,2.1,2.2,17.1
2011-12,23,DEN,NBA,SF,43,40,1351,5.1,12.4,.414,1.6,4.9,.328,3.5,7.5,.470,4.8,5.6,.871,0.7,4.6,5.4,3.1,1.1,0.6,1.8,2.3,16.7
2012-13,24,DEN,NBA,SF,71,71,2309,5.7,13.6,.418,2.1,5.6,.373,3.6,7.9,.450,4.5,5.4,.822,1.0,4.7,5.7,2.7,1.0,0.6,1.7,2.0,17.9
2014-15,26,DEN,NBA,SF,59,27,1426,5.8,14.3,.401,2.7,7.6,.355,3.1,6.7,.453,4.3,4.8,.895,0.8,4.7,5.5,2.1,1.2,0.5,1.4,2.4,18.5
2015-16,27,DEN,NBA,SF,53,53,1839,5.6,13.7,.410,1.7,4.7,.364,3.9,9.0,.434,7.3,8.5,.868,1.0,4.5,5.5,2.6,0.8,0.4,1.5,1.7,20.3
2016-17,28,DEN,NBA,SF,44,44,1504,5.3,12.2,.432,1.9,5.0,.381,3.4,7.2,.468,5.6,6.4,.887,0.6,4.6,5.2,2.3,0.7,0.3,1.5,1.6,18.1
