Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,20,GSW,NBA,PG,47,1155,.453,13.5,.706,.341,.068,.055,.242,.294,.498,.626,.154,.286,.462,.345,.289,.036,11,.795,.088,.300,1,0
2002-03,21,GSW,NBA,PG,82,2866,.431,13.2,.735,.303,.095,.095,.242,.265,.461,.625,.188,.411,.385,.348,.238,.030,33,.633,.131,.244,0,0
2003-04,22,WAS,NBA,PG,55,2066,.392,15.5,.636,.220,.111,.084,.221,.364,.401,.572,.168,.377,.356,.375,.262,.020,18,.760,.147,.327,0,0
2004-05,23,WAS,NBA,PG,80,3274,.431,15.2,.631,.233,.110,.109,.179,.369,.469,.645,.251,.380,.429,.365,.257,.018,27,.668,.137,.260,3,1
2005-06,24,WAS,NBA,PG,80,3384,.447,15.3,.676,.231,.079,.100,.266,.324,.485,.637,.318,.407,.431,.369,.282,.016,24,.603,.102,.345,2,0
2006-07,25,WAS,NBA,PG,74,2942,.418,16.2,.623,.242,.048,.066,.267,.377,.459,.572,.347,.353,.402,.351,.251,.006,9,.580,.087,.294,2,0
2007-08,26,WAS,NBA,PG,13,425,.398,17.3,.602,.204,.036,.066,.296,.398,.475,.575,.429,.462,.414,.282,.321,.000,0,.500,.051,.250,0,0
2008-09,27,WAS,NBA,PG,2,63,.261,14.3,.696,.304,.087,.000,.304,.304,.250,.143,.500,,.286,.286,.250,.000,0,1.000,.143,.000,0,0
2009-10,28,WAS,NBA,PG,32,1169,.411,15.6,.706,.203,.110,.093,.300,.294,.437,.528,.353,.421,.411,.348,.163,.003,1,.508,.066,.250,1,0
2010-11,29,TOT,NBA,PG,70,1796,.366,18.3,.554,.123,.109,.080,.243,.446,.423,.533,.350,.458,.388,.297,.227,.000,0,.742,.083,.259,4,0
2010-11,29,WAS,NBA,PG,21,726,.394,18.7,.561,.097,.094,.076,.294,.439,.449,.656,.258,.480,.433,.324,.301,.000,0,.809,.062,.222,1,0
2010-11,29,ORL,NBA,PG,49,1070,.344,18.0,.550,.144,.121,.084,.200,.450,.401,.466,.408,.441,.333,.275,.157,.000,0,.680,.099,.278,3,0
2011-12,30,MEM,NBA,PG,17,211,.406,20.9,.391,.078,.031,.109,.172,.609,.520,.600,.500,.429,.545,.333,.308,.000,0,.923,.026,1.000,0,0
