Player,Sim,1,2,3,4,5
Jeremy Tyler,,0.5,-0.1,-0.2,,
Dexter Pittman,23.3,0.6,0.0,-0.1,-0.1,
Oleksiy Pecherov,16.9,0.5,0.1,0.0,,
George Zidek,14.9,0.6,0.3,0.0,,
Alan Ogg,0.3,0.5,0.3,0.0,,
Mike Peplowski,-3.0,0.9,0.1,0.0,,
Paul Ruffner,-3.9,0.9,0.1,0.0,0.0,0.0
Chris Welp,-5.1,0.7,0.3,0.0,,
Matt Fish,-5.8,0.4,0.2,0.0,,
Garfield Smith,-8.4,1.0,-0.1,-0.2,,
Luke Witte,-14.6,1.0,0.1,0.1,,
