Player,Sim,1,2,3,4,5,6,7
Giannis Antetokounmpo,,7.1,6.2,1.2,,,,
Howie Dallmar,91.4,7.0,5.9,2.2,,,,
Toby Knight,85.7,7.3,5.7,1.6,1.1,,,
Khris Middleton,82.3,6.7,6.1,2.7,0.9,,,
Bud Palmer,77.3,7.4,7.2,3.9,,,,
Willie Murrell,77.0,7.0,4.6,3.1,,,,
Bones McKinney,75.8,7.1,4.9,3.3,0.2,0.0,-0.2,
DeMarre Carroll,74.3,7.0,5.8,3.1,1.2,0.5,0.5,0.1
Stan McKenzie,72.9,6.1,5.3,2.4,0.6,0.2,0.1,-0.1
Art Heyman,72.5,8.5,6.2,2.7,1.3,0.6,0.0,
Bob Lavoy,69.4,5.8,5.8,3.4,1.0,,,
