Player,Sim,1,2,3
Giannis Antetokounmpo,,7.1,6.2,1.2
Raef LaFrentz,95.0,6.8,5.9,1.2
Wil Jones,92.7,7.4,6.0,0.6
Toby Knight,92.0,7.3,5.7,1.6
Howie Dallmar,91.4,7.0,5.9,2.2
Campy Russell,91.3,6.7,5.5,1.1
Shawn Kemp,90.6,6.7,6.1,2.1
Eddie Johnson,90.4,7.4,5.6,1.8
Rasheed Wallace,88.7,7.6,6.4,2.3
Sonny Parker,88.6,7.0,6.2,3.0
Danilo Gallinari,86.8,6.1,5.6,1.0
