Season,Team,Lg,Salary
2013-14,Milwaukee Bucks,NBA,"$1,792,560"
2014-15,Milwaukee Bucks,NBA,"$1,873,200"
2015-16,Milwaukee Bucks,NBA,"$1,953,960"
