Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,735,477,14974,918,2234,.411,7,34,.206,911,2200,.414,.412,778,1202,.647,915,1791,2706,626,368,359,605,2056,2621
8 seasons,,"NJN,BRK",NBA,,532,405,12664,799,1942,.411,6,31,.194,793,1911,.415,.413,688,1046,.658,789,1534,2323,565,319,305,509,1662,2292
3 seasons,,ATL,NBA,,103,38,1016,58,134,.433,1,2,.500,57,132,.432,.437,34,58,.586,47,117,164,36,16,14,41,152,151
1 season,,BOS,NBA,,32,7,330,8,23,.348,0,0,,8,23,.348,.348,21,30,.700,21,31,52,6,10,6,16,74,37
1 season,,MEM,NBA,,31,3,488,30,59,.508,0,1,.000,30,58,.517,.508,20,38,.526,29,60,89,6,12,17,25,84,80
1 season,,MIN,NBA,,31,22,422,22,70,.314,0,0,,22,70,.314,.314,13,28,.464,28,42,70,11,9,13,12,73,57
1 season,,WAS,NBA,,6,2,54,1,6,.167,0,0,,1,6,.167,.167,2,2,1.000,1,7,8,2,2,4,2,11,4
