Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,21,LAC,NBA,SF,69,1359,,29%,71%,,,-2.8,+0.8,37,41,28,54,,16,,181,115,23,49
2001-02,22,LAC,NBA,SG,63,1615,,99%,1%,,,-2.8,-3.8,39,36,41,51,,26,,243,97,10,59
2002-03,23,LAC,NBA,SG,64,2006,,93%,7%,,,-7.5,-6.2,52,58,37,73,,24,,263,172,37,63
2003-04,24,LAC,NBA,SF,73,2628,,27%,73%,,,-3.6,+4.6,83,69,55,73,,37,,482,246,46,83
2004-05,25,LAC,NBA,SG,66,2436,,57%,43%,1%,,-0.7,+0.4,73,67,55,73,,37,,483,255,37,59
2005-06,26,LAC,NBA,SF,32,943,,13%,84%,3%,,+6.8,+6.6,22,23,33,32,,24,,140,104,23,40
2006-07,27,LAC,NBA,SF,75,2291,,5%,85%,9%,,+1.6,+5.2,70,62,69,94,,41,,451,257,48,66
2007-08,28,LAC,NBA,SF,70,2502,,7%,85%,8%,,-5.7,+7.3,61,68,66,84,,33,,412,260,42,62
2008-09,29,GSW,NBA,PF,51,1588,1%,15%,31%,51%,2%,-4.6,-1.1,32,41,47,72,,23,,213,159,27,44
2009-10,30,GSW,NBA,PF,70,2081,,3%,37%,58%,1%,-6.3,-5.5,45,63,60,93,,31,,401,229,34,84
2010-11,31,MIL,NBA,SF,67,1401,1%,39%,59%,1%,,-2.8,-3.1,35,32,60,74,,34,,196,145,28,37
2011-12,32,CHA,NBA,SF,32,881,,,99%,1%,,-16.0,-0.6,24,15,20,30,,14,,85,78,11,33
2012-13,33,DET,NBA,SF,18,257,,68%,32%,,,-3.6,+0.7,5,2,10,14,,6,0,47,21,2,8
