Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1999-00,20,ORL,NBA,SF,77,5,1370,8.1,16.9,.478,0.1,0.4,.182,8.0,16.5,.485,7.1,9.4,.751,4.4,6.5,10.9,2.2,0.9,0.9,5.0,6.1,23.3,,102,104
2000-01,21,LAC,NBA,SF,69,9,1359,8.9,19.2,.462,0.7,2.2,.304,8.2,17.0,.483,8.8,11.3,.774,3.5,8.0,11.5,3.2,1.4,0.4,4.2,5.5,27.2,,108,105
2001-02,22,LAC,NBA,SG,63,52,1615,7.8,17.5,.443,1.5,4.6,.331,6.2,12.9,.483,6.6,8.3,.801,1.8,5.8,7.6,3.7,1.4,0.6,3.8,5.1,23.7,,107,108
2002-03,23,LAC,NBA,SG,64,57,2006,9.0,20.3,.444,1.6,4.6,.350,7.4,15.6,.471,8.5,10.6,.802,2.0,6.4,8.4,3.2,1.4,0.4,3.9,5.1,28.1,,109,108
2003-04,24,LAC,NBA,SF,73,72,2628,9.1,20.3,.447,1.5,4.6,.329,7.6,15.7,.482,10.6,12.5,.848,1.9,6.7,8.6,4.5,1.3,0.3,4.2,4.4,30.3,,115,110
2004-05,25,LAC,NBA,SG,66,60,2436,9.4,21.8,.431,1.1,3.7,.304,8.3,18.1,.457,12.4,14.5,.857,1.5,7.2,8.7,5.0,1.5,0.2,4.3,4.2,32.4,,112,107
2005-06,26,LAC,NBA,SF,32,13,943,9.3,20.8,.445,1.3,3.9,.338,7.9,16.9,.470,11.8,14.2,.828,1.6,7.8,9.4,3.7,1.1,0.2,4.3,5.3,31.6,,110,105
2006-07,27,LAC,NBA,SF,75,31,2291,8.5,18.7,.454,0.3,1.5,.200,8.2,17.2,.476,12.0,14.6,.820,2.1,8.1,10.2,4.8,1.5,0.3,4.6,5.6,29.2,,110,106
2007-08,28,LAC,NBA,SF,70,65,2502,9.5,20.8,.458,1.6,4.2,.384,7.9,16.6,.477,11.5,14.2,.812,1.6,6.6,8.2,3.9,1.5,0.1,4.1,4.4,32.2,,112,110
2008-09,29,GSW,NBA,PF,51,19,1588,9.0,19.5,.461,0.7,2.9,.253,8.3,16.6,.497,10.5,12.8,.824,1.5,7.2,8.7,2.8,1.4,0.2,3.7,5.9,29.2,,112,114
2009-10,30,GSW,NBA,PF,70,49,2081,10.5,20.4,.516,0.3,1.1,.260,10.2,19.2,.531,10.6,12.7,.835,2.1,6.5,8.6,4.0,1.2,0.1,3.9,5.3,31.9,,116,113
2010-11,31,MIL,NBA,SF,67,18,1401,9.7,21.3,.453,1.1,3.0,.359,8.6,18.4,.468,10.3,12.4,.834,1.7,7.5,9.2,3.2,0.8,0.2,4.8,6.7,30.7,,105,105
2011-12,32,CHA,NBA,SF,32,28,881,8.3,22.3,.373,1.4,3.9,.364,6.9,18.4,.375,10.6,12.4,.856,1.3,6.2,7.5,2.3,1.4,0.1,3.5,5.0,28.7,,100,112
2012-13,33,DET,NBA,SF,18,0,257,5.6,15.6,.355,1.0,4.3,.238,4.5,11.3,.400,7.4,9.9,.750,1.0,4.1,5.1,3.9,1.2,0.4,3.5,8.6,19.5,,97,111
