Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,266,209,8855,6.3,14.5,.433,1.4,4.0,.344,4.9,10.5,.467,3.2,4.0,.799,0.7,4.0,4.7,4.1,1.7,0.5,2.8,2.7,17.1
3 seasons,,ORL,NBA,,224,167,7439,6.2,14.5,.431,1.2,3.7,.339,5.0,10.8,.462,3.5,4.3,.808,0.7,4.0,4.7,4.4,1.8,0.5,3.0,2.8,17.2
1 season,,OKC,NBA,,42,42,1416,6.6,14.8,.444,2.1,5.9,.364,4.4,8.9,.497,1.7,2.3,.714,0.7,3.8,4.5,2.7,1.3,0.3,1.6,2.4,17.0
