Player,Sim,1,2,3
Victor Oladipo,,4.9,3.5,1.3
Jim Price,95.2,5.0,3.7,1.5
Paul Westphal,94.3,5.1,3.2,1.4
Jarrett Jack,93.7,4.8,3.2,1.2
Aaron Brooks,91.8,5.5,3.6,1.4
Al Attles,91.5,5.2,3.4,1.9
Hubert Davis,90.7,4.8,4.2,1.2
Al Skinner,90.5,4.9,3.3,2.1
Aaron McKie,89.8,5.3,3.5,2.0
Rick Mount,89.7,4.6,3.5,0.7
Jamaal Tinsley,89.2,4.4,3.7,1.7
