Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,32,TOR,NBA,C,78,2729,,,,23%,77%,+4.9,+7.3,36,44,55,114,,33,,233,185,40,116
2001-02,33,TOR,NBA,PF,77,2978,,,6%,85%,9%,-0.1,+2.0,60,54,45,102,,34,,342,141,26,94
2002-03,34,TOR,NBA,C,53,1894,,,,30%,70%,-3.1,+6.7,36,41,41,69,,27,,291,111,7,62
2003-04,35,TOT,NBA,C,80,2570,,,2%,29%,69%,-6.5,-1.9,45,32,37,0,,0,,317,0,13,81
2003-04,35,TOR,NBA,C,15,538,,,,52%,48%,-8.5,-5.9,6,7,8,21,,6,,33,20,1,22
2003-04,35,CHI,NBA,C,65,2032,,,2%,23%,75%,-6.0,+1.9,39,25,29,77,,19,,284,78,12,59
2004-05,36,CHI,NBA,PF,72,1843,,,,94%,6%,+0.3,-1.7,39,20,37,74,,19,,182,57,8,28
2005-06,37,TOT,NBA,PF-C,44,940,,,19%,76%,5%,-9.7,-5.0,16,8,27,0,,0,,53,0,9,18
2005-06,37,NYK,NBA,PF,36,749,,,2%,91%,6%,-14.8,-9.6,14,6,23,53,,14,,34,27,7,16
2005-06,37,TOR,NBA,C,8,191,,1%,84%,14%,1%,+11.3,+15.5,2,2,4,13,,3,,19,11,2,2
