Player,Sim,1,2,3
Ryan Kelly,,2.2,0.7,0.1
Marty Byrnes,91.0,2.3,0.9,0.0
Bill Bunting,90.1,2.0,0.7,0.0
Jim Loscutoff,90.0,2.1,0.9,0.0
Stan McKenzie,88.6,2.4,0.6,0.1
Gerard King,87.0,2.3,0.5,0.2
Tellis Frank,86.6,2.0,0.6,0.1
Dorie Murrey,85.7,2.2,0.5,0.2
Tony Massenburg,85.4,2.2,0.4,-0.1
Dave Lattin,83.9,2.0,0.6,0.2
Sidney Green,81.8,2.5,0.6,0.3
