Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,22,MIN,NBA,SG,76,1384,.424,16.4,.638,.196,.078,.063,.301,.362,.441,.648,.457,.357,.319,.395,.484,.013,6,.797,.253,.463,1,0
2010-11,23,MIN,NBA,SG,62,1181,.403,16.5,.695,.136,.139,.091,.330,.305,.406,.444,.309,.472,.412,.397,.473,.008,3,.771,.223,.444,3,0
2011-12,24,MIN,NBA,SG,51,973,.404,17.1,.642,.142,.099,.063,.338,.358,.448,.628,.300,.316,.441,.324,.540,.017,5,.914,.306,.455,0,0
2012-13,25,TOT,NBA,SG,78,1661,.427,17.8,.546,.142,.085,.078,.242,.454,.457,.613,.267,.293,.484,.392,.545,.021,8,.851,.200,.438,0,0
2012-13,25,MEM,NBA,SG,40,676,.407,17.8,.513,.151,.080,.065,.216,.487,.392,.600,.188,.231,.372,.423,.600,.025,4,.902,.258,.400,0,0
2012-13,25,CLE,NBA,SG,38,985,.439,17.8,.567,.136,.088,.085,.258,.433,.492,.622,.310,.321,.541,.371,.522,.018,4,.811,.161,.478,0,0
2013-14,26,DAL,NBA,SG,45,393,.437,18.1,.532,.119,.071,.095,.246,.468,.448,.933,.111,.333,.355,.424,.733,.024,3,.880,.322,.263,0,0
2014-15,27,LAL,NBA,SG,65,1675,.412,17.5,.606,.160,.057,.075,.313,.394,.439,.616,.286,.370,.394,.370,.579,.016,9,.689,.165,.300,0,0
2015-16,28,BRK,NBA,SG,76,1615,.389,18.3,.522,.123,.045,.061,.294,.478,.416,.609,.320,.353,.364,.358,.574,.011,6,.865,.332,.393,1,0
2016-17,29,MIA,NBA,SG,30,814,.411,21.2,.365,.064,.023,.037,.241,.635,.541,.789,.429,.182,.542,.337,.814,.010,3,.891,.295,.357,1,0
