Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2006-07,24,HOU,NBA,SG,7,141,4.4,.405,.639,.222,1.7,13.7,7.8,10.5,1.2,1.0,15.0,16.0,,-0.2,0.2,-0.1,-0.024,,-4.8,0.6,-4.2,-0.1
2007-08,25,HOU,NBA,SG,5,44,-6.4,.134,.429,.143,2.5,2.6,2.6,14.0,2.6,1.8,21.2,20.4,,-0.3,0.0,-0.3,-0.309,,-12.4,1.7,-10.6,-0.1
