Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,21,UTA,NBA,PG,80,2307,70%,30%,,,,-3.1,+0.3,75,49,21,120,,12,,777,48,9,63
2006-07,22,UTA,NBA,PG,80,2950,97%,3%,,,,+2.9,-1.6,135,66,45,139,,18,,1623,110,29,108
2007-08,23,UTA,NBA,PG,82,3059,92%,8%,,,,+7.6,+0.6,165,65,49,98,,30,,1881,174,49,91
2008-09,24,UTA,NBA,PG,68,2505,94%,6%,,,,+3.1,+0.9,134,66,28,56,,15,,1606,158,39,58
2009-10,25,UTA,NBA,PG,76,2802,93%,7%,,,,+7.7,+7.3,146,60,46,94,,22,,1750,169,49,71
2010-11,26,TOT,NBA,PG,65,2465,85%,15%,,,,-2.7,+2.7,139,54,37,0,,0,,1459,0,40,61
2010-11,26,UTA,NBA,PG,53,2009,88%,12%,,,,-1.5,+1.0,112,43,32,55,,19,,1119,138,34,47
2010-11,26,NJN,NBA,PG,12,456,74%,26%,,,,-8.1,-1.1,27,11,5,16,,2,,340,27,6,14
2011-12,27,NJN,NBA,PG,55,1999,80%,19%,1%,,,-5.7,+2.8,140,56,23,47,,16,,1114,119,27,50
2012-13,28,BRK,NBA,PG,78,2842,79%,21%,,,,+2.5,+2.0,134,52,32,67,,20,4,1356,118,29,56
2013-14,29,BRK,NBA,PG,64,2059,87%,13%,1%,,,+4.8,+11.7,80,44,18,70,4,12,6,930,70,21,45
2014-15,30,BRK,NBA,PG,68,2114,100%,,,,,0.0,+6.7,92,46,16,67,8,12,4,1009,89,12,36
2015-16,31,DAL,NBA,PG,65,2106,27%,63%,10%,,,-0.6,-0.8,83,51,16,74,13,5,8,905,56,9,39
2016-17,32,DAL,NBA,PG,37,1112,37%,62%,,,,-3.6,-1.2,15,61,14,40,4,7,9,633,30,8,18
