Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,21,UTA,NBA,PG,80,47,2307,5.3,12.6,.421,1.4,3.4,.416,3.9,9.1,.423,1.5,2.1,.704,0.5,2.5,3.0,5.6,0.9,0.3,2.3,3.6,13.5
2006-07,22,UTA,NBA,PG,80,80,2950,6.0,13.2,.456,1.0,3.1,.322,5.0,10.1,.498,2.8,3.6,.767,0.5,2.8,3.3,9.1,1.0,0.2,3.0,3.1,15.8
2007-08,23,UTA,NBA,PG,82,82,3059,6.7,13.1,.507,1.0,2.5,.395,5.7,10.7,.533,3.9,4.8,.803,0.4,2.5,2.9,10.1,1.1,0.3,3.3,2.4,18.2
2008-09,24,UTA,NBA,PG,68,68,2505,6.7,14.1,.471,1.0,3.2,.310,5.6,10.9,.518,4.7,5.5,.849,0.3,2.5,2.8,10.4,1.0,0.3,3.3,1.9,19.0
2009-10,25,UTA,NBA,PG,76,76,2802,6.3,13.5,.469,1.2,3.3,.371,5.1,10.2,.501,4.3,5.4,.801,0.6,3.3,3.9,10.3,1.2,0.2,3.2,2.7,18.2
2010-11,26,TOT,NBA,PG,65,65,2465,6.3,14.2,.439,1.5,4.6,.331,4.7,9.6,.491,5.1,6.0,.845,0.6,3.2,3.8,9.7,1.2,0.2,3.4,2.8,19.1
2010-11,26,UTA,NBA,PG,53,53,2009,6.6,14.4,.458,1.6,4.6,.345,5.0,9.8,.511,5.4,6.3,.853,0.6,3.1,3.7,9.2,1.1,0.2,3.4,2.7,20.2
2010-11,26,NJN,NBA,PG,12,12,456,4.7,13.3,.349,1.3,4.7,.271,3.4,8.7,.391,3.6,4.6,.793,0.6,3.7,4.3,12.1,1.2,0.2,3.4,3.0,14.2
2011-12,27,NJN,NBA,PG,55,55,1999,7.0,17.3,.407,2.1,6.2,.336,5.0,11.1,.446,4.6,5.5,.843,0.4,2.9,3.3,8.7,1.2,0.4,3.9,2.2,20.8
2012-13,28,BRK,NBA,PG,78,78,2842,6.3,14.2,.440,2.1,5.7,.378,4.1,8.6,.482,4.0,4.7,.859,0.4,2.6,2.9,7.7,1.0,0.4,2.8,2.5,18.7
2013-14,29,BRK,NBA,PG,64,58,2059,5.6,12.5,.450,1.7,4.7,.366,3.9,7.8,.500,3.0,3.8,.801,0.3,2.7,2.9,6.9,1.6,0.2,2.5,2.6,16.0
2014-15,30,BRK,NBA,PG,68,55,2114,5.1,13.1,.387,1.5,4.0,.367,3.6,9.1,.395,3.4,4.1,.834,0.5,3.5,4.0,7.6,1.1,0.3,2.6,2.7,15.1
2015-16,31,DAL,NBA,PG,65,63,2106,5.5,13.2,.414,1.7,4.8,.344,3.8,8.4,.454,3.1,3.5,.869,0.3,2.9,3.2,6.5,1.0,0.2,2.6,2.6,15.7
2016-17,32,DAL,NBA,PG,37,37,1112,6.1,14.0,.432,1.9,5.5,.351,4.1,8.5,.485,2.2,2.7,.817,0.4,2.8,3.2,8.5,0.6,0.1,2.9,2.9,16.2
