Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1996-97,22,DEN,NBA,PG,13,0,117,10.2,21.8,.469,5.3,11.5,.462,4.9,10.2,.478,3.1,4.4,.700,0.9,1.8,2.7,8.0,0.9,0.4,5.8,7.1,28.9,,107,116
1998-99,24,WAS,NBA,PG,35,6,427,6.3,16.8,.373,1.1,4.4,.257,5.1,12.4,.414,2.6,3.5,.750,1.1,1.5,2.6,9.1,2.4,0.1,3.8,4.5,16.3,,94,107
1999-00,25,LAC,NBA,PG,25,10,597,6.8,15.9,.430,0.6,1.8,.333,6.2,14.1,.442,1.1,1.5,.765,1.5,4.6,6.2,7.6,1.3,0.2,2.3,4.7,15.4,,101,113
2000-01,26,LAC,NBA,PG,81,81,2831,8.2,17.6,.463,1.0,2.7,.361,7.2,14.9,.482,2.5,3.0,.807,0.8,3.4,4.2,8.5,1.4,0.1,2.1,3.8,19.8,,112,108
2001-02,27,LAC,NBA,PG,81,80,3030,8.1,19.7,.413,1.3,4.1,.321,6.8,15.6,.437,3.2,3.9,.836,0.8,3.0,3.7,8.8,1.1,0.1,2.6,3.6,20.8,,107,111
2002-03,28,POR,NBA,PG,75,1,1311,7.7,17.3,.444,0.2,1.4,.171,7.5,15.9,.469,2.0,2.7,.746,0.9,3.1,4.0,7.0,0.9,0.1,3.1,4.8,17.7,,99,108
2003-04,29,TOT,NBA,SG-PG,70,57,2365,7.7,17.2,.447,1.1,2.9,.362,6.6,14.2,.465,2.6,3.3,.797,0.8,3.3,4.0,9.9,1.7,0.1,2.8,3.7,19.0,,109,108
2003-04,29,POR,NBA,SG,39,26,1269,8.6,18.3,.471,0.7,2.1,.319,7.9,16.2,.491,2.5,3.3,.763,0.7,3.4,4.1,8.6,1.6,0.1,2.7,4.1,20.4,,109,109
2003-04,29,CLE,NBA,PG,31,31,1096,6.7,16.0,.417,1.5,3.9,.388,5.2,12.1,.426,2.7,3.2,.836,0.8,3.1,4.0,11.3,1.7,0.2,2.8,3.3,17.5,,109,108
2004-05,30,CLE,NBA,PG,76,69,2651,7.6,18.5,.412,1.8,5.3,.345,5.8,13.1,.439,2.6,3.2,.813,0.6,2.5,3.2,7.9,1.1,0.0,2.4,3.6,19.7,,108,111
2005-06,31,NJN,NBA,SG,28,1,486,6.9,15.7,.441,0.3,1.8,.188,6.6,14.0,.472,2.2,3.2,.690,1.2,4.3,5.5,5.7,1.2,0.2,3.2,4.1,16.4,,93,105
2006-07,32,CHA,NBA,PG,38,3,702,5.3,13.4,.392,0.1,0.6,.125,5.2,12.9,.405,1.6,2.4,.688,1.0,3.6,4.6,9.2,1.0,0.0,3.1,5.4,12.3,,93,112
2007-08,33,CHA,NBA,PG,54,26,1410,4.0,9.2,.434,0.1,0.7,.158,3.9,8.5,.457,0.9,1.1,.767,0.6,3.0,3.6,8.2,0.9,0.1,2.8,4.4,9.0,,97,114
