Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,36,539,2%,92%,6%,,,-15.1,-12.4,8,9,5,26,0,4,0,68,16,4,10
3 seasons,,PHI,NBA,,17,353,3%,95%,3%,,,-15.2,-13.3,5,8,3,15,0,2,0,45,11,3,9
2 seasons,,LAC,NBA,,8,39,,99%,1%,,,-4.9,-2.1,1,0,0,3,0,0,0,7,2,0,0
1 season,,NOH,NBA,,6,84,1%,78%,20%,,,-11.7,-4.0,1,1,1,7,0,1,0,10,3,1,1
1 season,,ATL,NBA,,5,63,,93%,7%,,,-25.1,-25.1,1,0,1,1,0,1,0,6,0,0,0
