Weekly Awards
"Apr 18, 1993 Player of the Week"
"Feb 16, 1997 Player of the Week"
"Mar 29, 1998 Player of the Week"
"Mar 14, 1999 Player of the Week"
"Dec 12, 1999 Player of the Week"
"Apr 9, 2000 Player of the Week"
