Block Pct
1992-93 NBA 5.8 (2nd)
1993-94 NBA 5.7 (2nd)
1994-95 NBA 5.5 (7th)
1995-96 NBA 5.5 (5th)
1996-97 NBA 6.3 (5th)
1997-98 NBA 4.9 (8th)
1998-99 NBA 7.7 (2nd)
1999-00 NBA 7.8 (2nd)
2001-02 NBA 5.8 (5th)
2006-07 NBA 9.0 (1st)
Career NBA 6.6 (4th)
Career 6.6 (4th)
