Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,189,66,3446,557,1366,.408,111,348,.319,446,1018,.438,.448,173,245,.706,200,590,790,153,74,98,187,335,1398
2 seasons,,CHA,NBA,,118,66,2893,468,1154,.406,78,259,.301,390,895,.436,.439,156,211,.739,167,497,664,138,55,84,148,247,1170
1 season,,LAC,NBA,,27,0,167,26,64,.406,13,39,.333,13,25,.520,.508,2,6,.333,7,25,32,6,6,3,13,33,67
2 seasons,,OKC,NBA,,26,0,139,16,47,.340,0,0,,16,47,.340,.340,7,14,.500,9,25,34,1,4,3,12,24,39
1 season,,PHI,NBA,,18,0,247,47,101,.465,20,50,.400,27,51,.529,.564,8,14,.571,17,43,60,8,9,8,14,31,122
