Block Pct
1997-98 NBA 7.9 (3rd)
1998-99 NBA 7.3 (4th)
1999-00 NBA 7.0 (3rd)
2000-01 NBA 7.6 (2nd)
2002-03 NBA 7.3 (3rd)
2003-04 NBA 8.6 (1st)
2004-05 NBA 6.5 (3rd)
Career NBA 7.2 (2nd)
Career 7.2 (2nd)
