Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,810,20500,14.3,.546,.000,.441,8.8,17.1,13.0,3.7,1.0,7.2,15.8,14.1,,17.6,30.3,47.9,.112,,-2.5,3.4,0.9,15.1
5 seasons,,PHI,NBA,,261,7662,16.3,.558,.000,.488,9.3,17.7,13.5,3.8,1.1,7.4,15.3,16.1,,9.4,13.5,22.9,.144,,-1.6,3.8,2.3,8.3
4 seasons,,DET,NBA,,191,3406,14.4,.574,.001,.442,10.4,15.4,12.9,2.3,1.0,7.0,15.3,14.3,,3.9,5.7,9.6,.135,,-2.6,2.7,0.1,1.8
3 seasons,,POR,NBA,,150,4048,12.5,.549,.000,.418,8.6,15.9,12.3,3.1,0.9,7.0,15.7,10.1,,3.2,4.0,7.2,.086,,-2.6,3.2,0.7,2.7
3 seasons,,ATL,NBA,,137,4248,13.4,.508,.000,.377,7.3,19.3,13.4,4.8,1.1,7.4,16.6,14.9,,1.0,5.3,6.3,.071,,-3.4,3.2,-0.2,1.9
1 season,,CHA,NBA,,28,624,11.0,.528,.000,.397,8.7,13.9,11.3,4.1,0.8,5.7,15.5,12.0,,0.3,1.0,1.3,.104,,-3.4,3.4,0.0,0.3
1 season,,SAS,NBA,,21,183,7.8,.450,.000,.111,9.8,15.7,12.8,6.9,0.9,7.1,29.8,13.4,,-0.3,0.3,0.1,.019,,-6.1,4.7,-1.4,0.0
1 season,,LAL,NBA,,10,71,4.4,.145,.000,.333,9.9,10.8,10.4,5.5,1.5,5.4,30.4,6.3,,-0.1,0.1,0.0,.000,,-6.4,4.7,-1.8,0.0
1 season,,MIN,NBA,,10,214,12.3,.563,.022,.556,6.8,14.5,10.6,4.9,0.7,7.1,17.6,14.3,,0.1,0.2,0.3,.067,,-3.4,2.4,-1.1,0.1
1 season,,BOS,NBA,,2,44,6.7,.525,.000,1.333,5.3,13.9,9.5,0.0,1.2,5.3,17.4,5.9,,0.0,0.1,0.1,.073,,-5.6,1.2,-4.4,0.0
