Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,391,10432,12%,45%,41%,2%,,-5.2,+0.5,167,141,131,372,0,65,0,1354,453,109,280
4 seasons,,ATL,NBA,,285,8923,14%,47%,38%,1%,,-5.2,+1.6,145,123,117,308,0,60,0,1162,422,100,253
2 seasons,,PHO,NBA,,88,1385,,34%,55%,11%,,-5.7,-6.3,22,17,14,62,0,5,0,177,30,9,27
1 season,,BRK,NBA,,14,100,,7%,87%,5%,,-6.5,-8.7,0,0,0,2,0,0,0,11,1,0,0
1 season,,NOP,NBA,,4,24,,,84%,16%,,+29.9,+32.7,0,1,0,0,0,0,0,4,0,0,0
