Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,29,ORL,NBA,PF,80,2534,.614,2.2,.995,.755,.193,.038,.008,.005,.615,.683,.394,.429,.333,.500,.702,.147,52,.000,.000,,0,0
2001-02,30,TOT,NBA,PF,83,1928,.555,1.8,.993,.829,.110,.033,.020,.007,.556,.617,.303,.100,.167,.500,.800,.140,38,1.000,.000,,0,0
2001-02,30,ORL,NBA,PF,10,160,.619,2.2,1.000,.762,.190,.048,.000,.000,.619,.750,.250,.000,,,.615,.143,3,,,,0,0
2001-02,30,PHO,NBA,PF,73,1768,.550,1.8,.993,.835,.104,.032,.022,.007,.551,.608,.310,.111,.167,.500,.816,.140,35,1.000,.000,,0,0
2002-03,31,PHO,NBA,C,80,1800,.550,3.3,.993,.716,.155,.068,.054,.007,.554,.623,.442,.263,.333,.000,.699,.068,19,,.500,.000,1,0
2003-04,32,MEM,NBA,PF,82,1606,.510,3.5,.987,.651,.247,.032,.058,.013,.516,.626,.351,.200,.167,.000,.711,.077,22,,.000,,2,0
2004-05,33,PHO,NBA,PF,39,214,.353,8.4,1.000,.500,.059,.088,.353,.000,.353,.471,.000,.333,.250,,.500,.000,0,,,,0,0
2005-06,34,ORL,NBA,PF,32,355,.603,2.7,1.000,.690,.241,.034,.034,.000,.603,.700,.357,.500,.500,,.600,.034,2,,,,0,0
2006-07,35,ORL,NBA,PF,41,460,.667,0.9,1.000,.882,.118,.000,.000,.000,.667,.689,.500,,,,.706,.059,3,,,,0,0
2007-08,36,ORL,NBA,PF,2,7,.667,3.7,1.000,.667,.000,.333,.000,.000,.667,1.000,,.000,,,1.000,.000,0,,,,0,0
